step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5
219,[221.02542     64.8854       0.30687207],20.0000,6.0000,[2.178299e+02 8.964923e+01 1.718420e-01],20.0000,0.0000,[223.94728    40.19698     0.9000811],20.0000,0.0000,[222.15614    100.36609      0.43094537],20.0000,0.0000,[188.64035   -56.784424    4.9996233],20.0000,6.0000,[244.26465    50.468616    0.3737625],20.0000,6.0000,[233.84315    106.87025      0.42976496],20.0000,6.0000,[227.54623   -39.42985     5.0032043],20.0000,6.0000,[233.58807    125.63723      0.24873896],20.0000,6.0000,[211.63922   -66.25037     5.1003733],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[237.33777    106.88985      0.41756427],20.0000,3.0000,[231.84273    78.57288     6.1660533],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 198.59937  -130.7009      5.012086],20.0000,4.0000
220,[222.03247    65.320885    0.3924113],20.0000,0.0000,[218.8875     89.938896    6.1752005],20.0000,6.0000,[224.65636     41.027775     0.60577637],20.0000,6.0000,[2.23175629e+02 1.00761765e+02 1.31899670e-01],20.0000,6.0000,[188.95428  -57.829872   5.278401],20.0000,6.0000,[245.2608      50.918266     0.46526816],20.0000,0.0000,[234.82216   107.35404     0.5163169],20.0000,6.0000,[227.8639    -40.474167    5.2819858],20.0000,6.0000,[234.64432    125.91274      0.46726307],20.0000,0.0000,[211.99396  -67.284584   5.374365],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[237.85684    107.146965     0.29218772],20.0000,4.0000,[232.41977    78.5244      6.1683683],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 198.77254  -131.25313     5.012199],20.0000,4.0000
221,[2.2300742e+02 6.5819588e+01 8.3493933e-02],20.0000,6.0000,[2.1998834e+02 8.9965614e+01 8.5113896e-03],20.0000,0.0000,[225.5401     41.668907    0.6902933],20.0000,0.0000,[2.2425740e+02 1.0090752e+02 2.0840222e-01],20.0000,6.0000,[189.48654  -58.784927   5.552393],20.0000,0.0000,[2.4621703e+02 5.1446426e+01 1.3923004e-01],20.0000,6.0000,[235.76836   107.89834     0.7346217],20.0000,0.0000,[228.3996   -41.42731    5.555979],20.0000,0.0000,[2.3563168e+02 1.2637900e+02 1.7440499e-01],20.0000,6.0000,[212.58188  -68.21027    5.087121],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[238.39693    107.36067      0.24885124],20.0000,3.0000,[232.99675   78.47586    6.170398],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 198.94566  -131.80539     5.012307],20.0000,3.0000
222,[2.2408350e+02 6.6050125e+01 1.8626553e-01],20.0000,0.0000,[221.07896    90.07919     6.0113807],20.0000,6.0000,[226.3708      42.37723      0.35624036],20.0000,6.0000,[225.32932    101.11452      0.42036906],20.0000,0.0000,[190.22911  -59.591873   5.265149],20.0000,6.0000,[2.4728313e+02 5.1704185e+01 2.2556189e-01],20.0000,6.0000,[236.59793    108.60836      0.44164723],20.0000,6.0000,[229.14505   -42.231586    5.2687354],20.0000,6.0000,[236.70099    126.60072      0.26117778],20.0000,0.0000,[212.9531    -69.23722     5.1521425],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[2.3894391e+02 1.0755806e+02 1.4634490e-01],20.0000,3.0000,[233.5737     78.42726     6.1721873],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 199.12161   -132.35677      4.9206514],20.0000,4.0000
223,[225.1369     66.35446     6.1813364],20.0000,6.0000,[222.1694    89.92596    6.127644],20.0000,0.0000,[227.36382     42.838554     0.43705106],20.0000,0.0000,[2.26347031e+02 1.01512566e+02 1.24030486e-01],20.0000,6.0000,[190.77632  -60.53685    5.330171],20.0000,0.0000,[248.33197    52.01395     0.4658787],20.0000,0.0000,[237.57097   109.104065    0.5282806],20.0000,0.0000,[229.69565  -43.17459    5.333758],20.0000,0.0000,[237.74911  126.906586   6.212335],20.0000,6.0000,[213.3909    -70.23757     4.8069468],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[2.3950549e+02 1.0771699e+02 2.4582399e-02],20.0000,3.0000,[234.1506     78.37858     6.1737747],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 199.26443   -132.9181       4.8871555],20.0000,4.0000
224,[2.2623773e+02 6.6389587e+01 1.2311984e-02],20.0000,0.0000,[223.26395   89.8599     5.847208],20.0000,6.0000,[2.2832295e+02 4.3364403e+01 1.1643876e-01],20.0000,6.0000,[2.2742854e+02 1.0166089e+02 2.0517454e-01],20.0000,0.0000,[191.38435   -61.44386     4.9849753],20.0000,6.0000,[2.4929858e+02 5.2521393e+01 1.9035794e-01],20.0000,6.0000,[2.38501450e+02 1.09675285e+02 1.96113721e-01],20.0000,6.0000,[230.30693   -44.07942     4.9885626],20.0000,6.0000,[2.3884448e+02 1.2692167e+02 1.1250418e-02],20.0000,0.0000,[213.5389   -71.319984   4.880844],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[240.08173   107.8261      6.1846666],20.0000,3.0000,[234.72748    78.32981     6.1751904],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 199.39363  -133.483       4.875986],20.0000,4.0000
225,[227.3279    66.50888    6.015333],20.0000,6.0000,[224.3147     89.53054     5.9634447],20.0000,0.0000,[2.2939211e+02 4.3619434e+01 2.1069157e-01],20.0000,0.0000,[228.49553   101.89134     6.1520724],20.0000,6.0000,[191.72171  -62.482956   5.058872],20.0000,0.0000,[250.3566      52.799698     0.28573734],20.0000,6.0000,[239.55412    109.978386     0.27812254],20.0000,0.0000,[230.648    -45.117294   5.06246 ],20.0000,0.0000,[239.93512   127.009125    5.9766874],20.0000,6.0000,[213.75978  -72.38965    4.546425],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[240.66853  107.8791     6.067884],20.0000,3.0000,[235.30432    78.28096     6.1764603],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 199.51695  -134.04922     4.873905],20.0000,4.0000
226,[228.41924   66.36103    6.132301],20.0000,0.0000,[225.38371   89.28648    5.683021],20.0000,6.0000,[230.43889    43.944202    6.1968584],20.0000,6.0000,[229.58794   101.82612     6.2316837],20.0000,0.0000,[192.12851   -63.496597    4.7244534],20.0000,6.0000,[251.39282    53.14506     0.5165698],20.0000,0.0000,[240.58316   110.35008     6.2433686],20.0000,6.0000,[231.05846  -46.12947    4.728041],20.0000,6.0000,[241.01569   126.8058      6.0730524],20.0000,6.0000,[213.68344 -73.48362   4.62997],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[241.25967  107.87324    5.959586],20.0000,3.0000,[235.88113    78.23202     6.1776047],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 199.63773   -134.61592      4.8753843],20.0000,4.0000
227,[229.51414   66.30062    5.852761],20.0000,6.0000,[226.36652   88.789825   5.799273],20.0000,6.0000,[2.3153889e+02 4.3994690e+01 2.3426807e-02],20.0000,0.0000,[230.68137  101.83438    5.907963],20.0000,6.0000,[192.24712  -64.5868     4.807998],20.0000,6.0000,[2.5234297e+02 5.3682358e+01 2.3146069e-01],20.0000,6.0000,[2.41679108e+02 1.10438515e+02 5.64103350e-02],20.0000,6.0000,[231.18095   -47.21924     4.8115864],20.0000,6.0000,[2.4210042e+02 1.2665874e+02 4.5771867e-02],20.0000,0.0000,[213.65993  -74.57695    4.868476],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[241.84842 107.80858   5.85877],20.0000,3.0000,[236.45793   78.18299    6.178641],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 199.75743   -135.18277      4.8780684],20.0000,4.0000
228,[230.56679   65.977264   5.969458],20.0000,6.0000,[227.37299    88.35856     6.0694175],20.0000,0.0000,[232.62767    44.12598     6.0238953],20.0000,6.0000,[231.7428   101.5507     5.999811],20.0000,6.0000,[192.41759   -65.66701     5.0465045],20.0000,0.0000,[253.39275     53.98653      0.32305044],20.0000,6.0000,[242.76428   110.582275    0.3121655],20.0000,0.0000,[231.35532  -48.298832   5.050092],20.0000,0.0000,[243.18958   126.7359      6.0627584],20.0000,6.0000,[213.84836  -75.65228    4.592216],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[242.42853  107.6869     5.763089],20.0000,3.0000,[237.0347     78.133865    6.1795826],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 199.87666  -135.7496      4.880981],20.0000,4.0000
229,[231.63176   65.72269    6.239853],20.0000,0.0000,[228.44539    88.1532      5.8086047],20.0000,6.0000,[233.72037   43.988018   6.140165],20.0000,6.0000,[232.81279  101.320984   6.25042 ],20.0000,0.0000,[192.79347   -66.69198     4.7702446],20.0000,6.0000,[254.41975    54.35718     0.5476782],20.0000,0.0000,[2.43794724e+02 1.10943405e+02 4.58911173e-02],20.0000,6.0000,[231.73486   -49.322445    4.7738323],20.0000,6.0000,[244.27184   126.573586    6.1615014],20.0000,0.0000,[213.79008  -76.74473    4.687387],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[242.99454   107.51064     5.6702085],20.0000,3.0000,[237.61145   78.08465    6.180442],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 199.99568   -136.31642      4.8837466],20.0000,4.0000
230,[232.72345    65.70213     5.9791093],20.0000,6.0000,[229.45128   87.72247    5.908719],20.0000,6.0000,[2.3481326e+02 4.3919064e+01 1.2807149e-01],20.0000,0.0000,[233.9046  101.31079   5.98141],20.0000,6.0000,[192.92958   -67.77747     4.8654156],20.0000,6.0000,[255.35837     54.914547     0.25849843],20.0000,6.0000,[2.44881546e+02 1.11071625e+02 1.44609183e-01],20.0000,0.0000,[231.87488   -50.407448    4.8690033],20.0000,6.0000,[245.36266   126.50113     5.8445945],20.0000,6.0000,[213.80214  -77.83692    4.918153],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[243.54153  107.28235    5.578456],20.0000,3.0000,[238.18819   78.03535    6.181228],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 200.1146    -136.8832       4.8862486],20.0000,4.0000
231,[233.78783    65.44827     6.0792346],20.0000,6.0000,[230.4822     87.361374    6.1422915],20.0000,0.0000,[235.89238    44.085606    6.1510835],20.0000,6.0000,[234.96983  101.06029    6.079203],20.0000,0.0000,[193.13486   -68.85027     5.0961814],20.0000,0.0000,[256.4019     55.238144    0.3482064],20.0000,6.0000,[245.95299   111.28877     6.1108737],20.0000,6.0000,[232.084    -51.479504   5.099769],20.0000,0.0000,[246.40182  126.14618    5.936994],20.0000,0.0000,[214.02318   -78.90586     4.6330366],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[244.06499  107.004524   5.486903],20.0000,3.0000,[238.76491    77.985954    6.1819506],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 200.23341   -137.44994      4.8884716],20.0000,4.0000
232,[2.3486505e+02 6.5267288e+01 2.9602643e-02],20.0000,0.0000,[231.56274    87.20685     5.8582973],20.0000,6.0000,[236.98454   44.018032   6.251437],20.0000,6.0000,[236.05092  100.897964   5.761695],20.0000,6.0000,[193.5417   -69.86318    4.811065],20.0000,6.0000,[257.42175    55.627552    0.5701427],20.0000,0.0000,[247.04893   111.21978     6.2032685],20.0000,0.0000,[232.49448   -52.49094     4.8146534],20.0000,6.0000,[247.46011   125.8631      5.6347313],20.0000,6.0000,[213.99179  -79.99837    4.724629],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[244.5606    106.67975     5.3951716],20.0000,3.0000,[239.3416     77.936485    6.1826153],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 200.35216   -138.01665      4.8904386],20.0000,4.0000
233,[235.95616    65.298294    6.0287766],20.0000,6.0000,[232.58023   86.80769    5.950219],20.0000,6.0000,[2.3807686e+02 4.4024582e+01 2.0201512e-01],20.0000,0.0000,[237.05702   100.45799     5.8538365],20.0000,6.0000,[193.70428   -70.94397     4.9026575],20.0000,6.0000,[258.35092     56.200726     0.27926278],20.0000,6.0000,[248.14441  111.22516    5.901003],20.0000,6.0000,[232.66092  -53.571144   4.906245],20.0000,6.0000,[248.41588   125.317055    5.7409163],20.0000,0.0000,[214.03064  -81.08952    4.949274],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[245.0242    106.3108      5.3031893],20.0000,3.0000,[239.91829    77.886925    6.1832294],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 200.47083   -138.58333      4.8921814],20.0000,4.0000
234,[237.02661   65.077515   6.120692],20.0000,6.0000,[233.62027    86.47531     6.1750884],20.0000,6.0000,[239.14644   44.242496   6.201303],20.0000,6.0000,[238.08067  100.071686   6.101927],20.0000,0.0000,[193.93576  -72.011      5.127302],20.0000,0.0000,[259.38892     56.540916     0.36786494],20.0000,6.0000,[249.21019  110.94985    6.007187],20.0000,0.0000,[232.89622   -54.637337    5.1308904],20.0000,0.0000,[249.4048   124.843285   5.455162],20.0000,6.0000,[214.2743   -82.15361    4.660107],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[245.45186   105.90077     5.2110105],20.0000,3.0000,[240.49496   77.83729    6.183797],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 200.5894   -139.15001     4.893732],20.0000,4.0000
235,[2.3810796e+02 6.4926353e+01 6.2363774e-02],20.0000,0.0000,[2.3470216e+02 8.6327271e+01 1.5339619e-01],20.0000,0.0000,[2.4023891e+02 4.4208904e+01 1.0071356e-02],20.0000,6.0000,[239.15854   99.897804   5.83096 ],20.0000,6.0000,[194.36401   -73.01512     4.8381357],20.0000,6.0000,[260.4025     56.946304    0.5884001],20.0000,0.0000,[250.28893  110.753      5.721433],20.0000,6.0000,[233.32808   -55.63991     4.8417234],20.0000,6.0000,[250.25111  124.138466   5.570156],20.0000,0.0000,[214.26334  -83.246086   4.749823],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[245.83995  105.4531     5.118716],20.0000,3.0000,[241.07162   77.787575   6.184324],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 200.70789   -139.71669      4.8951178],20.0000,4.0000
236,[239.19817    64.98176     6.0564823],20.0000,6.0000,[235.79222    86.42086     6.1526403],20.0000,6.0000,[2.4133014e+02 4.4245789e+01 2.3497829e-01],20.0000,0.0000,[240.17348   99.48898    5.927965],20.0000,0.0000,[194.54668   -74.09227     4.9278517],20.0000,6.0000,[261.32303    57.53332     0.2966756],20.0000,6.0000,[251.29086  110.295715   5.836427],20.0000,0.0000,[233.51462  -56.716396   4.93144 ],20.0000,6.0000,[251.1458    123.5043      5.2901816],20.0000,6.0000,[214.32225  -84.3362     4.971771],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[246.18513   104.97158     5.0263686],20.0000,3.0000,[241.64827   77.737785   6.184813],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 200.82628   -140.28336      4.8963623],20.0000,4.0000
237,[240.2722    64.781525   6.146243],20.0000,6.0000,[236.87347   86.27107    6.230629],20.0000,0.0000,[242.39462    44.487713    6.2291274],20.0000,6.0000,[241.21738   99.16458    5.609655],20.0000,6.0000,[194.79771   -75.15472     5.1497993],20.0000,0.0000,[262.35587     57.88858      0.38459548],20.0000,0.0000,[252.32089  109.91932    5.556453],20.0000,6.0000,[233.76945  -57.77794    5.153387],20.0000,0.0000,[251.86427  122.66968    5.407072],20.0000,0.0000,[214.58388   -85.3961      4.6808977],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[246.48447  104.46028    4.934008],20.0000,7.0000,[242.2252     77.69088     6.0935097],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 200.94456   -140.85002      4.8974853],20.0000,4.0000
238,[2.4135602e+02 6.4650551e+01 8.5054196e-02],20.0000,0.0000,[237.96292   86.20239    5.892198],20.0000,6.0000,[2.4348709e+02 4.4475044e+01 3.5719804e-02],20.0000,0.0000,[242.14478  98.57672   5.70132],20.0000,6.0000,[195.2429    -76.15154     4.8589263],20.0000,6.0000,[2.6335678e+02 5.8325008e+01 5.3785443e-02],20.0000,6.0000,[253.23367   109.30317     5.6733437],20.0000,0.0000,[234.21822   -58.77316     4.8625145],20.0000,6.0000,[252.64346  121.89811    5.127351],20.0000,6.0000,[214.59041  -86.4884     4.769505],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[246.72377   103.920944    5.2086854],20.0000,7.0000,[242.79945    77.612335    5.9686275],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 201.06277  -141.4167      4.898503],20.0000,4.0000
239,[242.44522   64.72448    6.077395],20.0000,6.0000,[238.995     85.84194    5.970091],20.0000,6.0000,[244.57664    44.550102    5.9903717],20.0000,6.0000,[243.09763   98.03904    5.948883],20.0000,0.0000,[195.44276   -77.22542     4.9475336],20.0000,6.0000,[2.6444159e+02 5.8479637e+01 1.3671134e-01],20.0000,0.0000,[254.18843   108.763824    5.3936224],20.0000,6.0000,[234.42194  -59.846313   4.951122],20.0000,6.0000,[253.21649   120.95777     5.2439394],20.0000,6.0000,[214.66647  -87.577385   4.990047],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[247.02185  103.4242     5.603573],20.0000,6.0000,[243.36772  77.48839   5.83455],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 201.18088   -141.98338      4.8994284],20.0000,4.0000
240,[243.52213   64.54157    6.166023],20.0000,0.0000,[240.04347    85.53657     6.1910563],20.0000,0.0000,[245.65115   44.332558   6.074898],20.0000,0.0000,[244.13632    97.70268     5.6776333],20.0000,6.0000,[195.71048  -78.28372    5.168075],20.0000,0.0000,[265.5124     58.705315    6.1037936],20.0000,6.0000,[254.98871   108.00741     5.5102105],20.0000,6.0000,[234.69344   -60.90365     5.1716633],20.0000,0.0000,[253.84433  120.06067    5.514258],20.0000,6.0000,[214.94392  -88.63333    4.698326],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[247.42554  103.002945   5.906878],20.0000,6.0000,[243.92535   77.312454   5.70262 ],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 201.2989    -142.55006      4.9002733],20.0000,4.0000
241,[244.6099    64.44544    5.836036],20.0000,6.0000,[241.12985    85.43039     5.9018884],20.0000,6.0000,[246.73598   44.18667    5.761702],20.0000,6.0000,[245.07686    97.14356     5.7745423],20.0000,6.0000,[196.17053   -79.27385     4.8763547],20.0000,6.0000,[266.61026    58.642124    6.2013273],20.0000,0.0000,[255.83047   107.30713     5.7805295],20.0000,0.0000,[235.15704   -61.892117    4.8799424],20.0000,6.0000,[254.635     119.30806     5.8040395],20.0000,6.0000,[214.96638  -89.72531    4.786249],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[247.91255  102.66061    6.174435],20.0000,6.0000,[244.46603   77.08153    5.578773],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 201.41682  -143.11676     4.901047],20.0000,4.0000
242,[245.63663    64.06208     5.9195347],20.0000,0.0000,[242.16264   85.07316    5.992206],20.0000,0.0000,[247.75024   43.760914   5.861229],20.0000,0.0000,[246.0502    96.647804   6.006715],20.0000,0.0000,[196.38602   -80.34459     4.9642777],20.0000,0.0000,[267.70642    58.653576    5.9079194],20.0000,6.0000,[256.7999    106.80472     5.5197587],20.0000,6.0000,[235.37637   -62.962074    4.9678655],20.0000,0.0000,[255.57512   118.749954    6.0811567],20.0000,0.0000,[215.07588  -90.811745   4.455443],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[2.48468536e+02 1.02420532e+02 1.21637024e-01],20.0000,6.0000,[244.9828     76.795906    5.4651546],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 201.53467  -143.68347     4.901758],20.0000,4.0000
