step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2
305,[244.46431    60.69097     5.9123263],20.0000,0.0000,[190.15146     28.357143     0.43641827],20.0000,6.0000,[  39.436726  -114.52479      1.8331628],20.0000,0.0000,[ 48.666092  -75.97383     1.6757476],20.0000,4.0000,[212.1007    19.05842    5.991858],20.0000,4.0000
306,[245.48016    60.291553    5.6262207],20.0000,6.0000,[191.08328    28.941652    0.7444263],20.0000,6.0000,[  38.91749   -113.534004     1.3697432],20.0000,6.0000,[ 48.54839   -75.404274    1.6733661],20.0000,4.0000,[212.65535   18.893173   5.991901],20.0000,4.0000
307,[246.37724   59.667355   5.717433],20.0000,6.0000,[191.863      29.7063      1.0673226],20.0000,6.0000,[  38.86663   -112.409645     1.5435176],20.0000,0.0000,[ 48.436867 -74.83395    1.67992 ],20.0000,4.0000,[213.20999    18.727913    5.9919424],20.0000,4.0000
308,[247.31165    59.10259     5.9415364],20.0000,0.0000,[192.43117    30.639536    1.3559722],20.0000,0.0000,[  38.74261   -111.3143       1.3895913],20.0000,6.0000,[ 48.327435  -74.263725    1.6888568],20.0000,4.0000,[213.76465    18.562641    5.9919825],20.0000,4.0000
309,[248.33543    58.723713    5.6520257],20.0000,6.0000,[192.7574     31.685587    1.0761268],20.0000,0.0000,[  38.792786 -110.213776    1.567258],20.0000,6.0000,[ 48.21839   -73.693855    1.6974919],20.0000,4.0000,[214.31929    18.397358    5.9920206],20.0000,3.0000
310,[249.24335   58.11609    5.741542],20.0000,0.0000,[193.28224     32.64271      0.59663653],20.0000,6.0000,[  38.721897  -109.12196      1.8601606],20.0000,6.0000,[ 48.109142  -73.124344    1.7049695],20.0000,4.0000,[214.87479    18.234913    5.9002986],20.0000,4.0000
311,[250.19678    57.583447    5.4126744],20.0000,6.0000,[194.12787    33.340435    0.6469516],20.0000,6.0000,[  38.41604   -108.07412      2.1517718],20.0000,6.0000,[ 47.999573  -72.55514     1.7111936],20.0000,3.0000,[215.42      18.03946    5.866725],20.0000,4.0000
312,[250.97751   56.813927   5.496965],20.0000,6.0000,[194.95595     34.055164     0.87182593],20.0000,6.0000,[  37.88083   -107.11972      2.4285297],20.0000,6.0000,[ 47.88679   -71.98658     1.6245655],20.0000,4.0000,[215.96054   17.830816   5.855387],20.0000,3.0000
313,[251.79347   56.08612    5.733914],20.0000,0.0000,[195.65205    34.89599     1.1436033],20.0000,6.0000,[  37.143383  -106.30374      2.6886394],20.0000,6.0000,[ 47.808117  -71.411224    1.5953426],20.0000,4.0000,[216.50017   17.61929    5.761334],20.0000,4.0000
314,[252.73314   55.53045    5.456242],20.0000,6.0000,[196.1572     35.865368    1.4160095],20.0000,0.0000,[  36.237793  -105.67013      2.9195955],20.0000,6.0000,[ 47.74439   -70.83387     1.5895363],20.0000,4.0000,[217.02611   17.372911   5.729442],20.0000,4.0000
315,[253.52472   54.775475   5.550827],20.0000,0.0000,[196.42514    36.92832     1.1295767],20.0000,0.0000,[  35.214954  -105.24404      3.1191669],20.0000,6.0000,[ 47.687016  -70.256096    1.5930121],20.0000,4.0000,[217.54512   17.111845   5.722831],20.0000,3.0000
316,[254.37372    54.087154    5.2302775],20.0000,6.0000,[196.89998     37.91123      0.64618754],20.0000,0.0000,[  34.12799   -105.0271       3.2977004],20.0000,6.0000,[ 47.63205   -69.67842     1.5994865],20.0000,3.0000,[218.06238    16.847298    5.6345234],20.0000,4.0000
317,[255.01572   53.19664    5.320658],20.0000,6.0000,[1.9769977e+02 3.8663563e+01 1.4510044e-01],20.0000,0.0000,[  33.02036   -105.010315     3.4684205],20.0000,6.0000,[ 47.57481   -69.10108     1.5145367],20.0000,4.0000,[218.5625    16.549013   5.608086],20.0000,4.0000
318,[255.69966    52.342777    5.5668006],20.0000,6.0000,[198.74619   39.051838   5.955661],20.0000,0.0000,[  31.927195  -105.18553      3.6395404],20.0000,0.0000,[ 47.552547  -68.52016     1.4872717],20.0000,4.0000,[219.05379   16.236626   5.607252],20.0000,3.0000
319,[256.52597   51.62953    5.845336],20.0000,0.0000,[199.87294    38.975113    5.5665665],20.0000,6.0000,[  30.889294 -105.56175     3.262993],20.0000,6.0000,[ 47.54567   -67.93881     1.4837644],20.0000,4.0000,[219.54285   15.921394   5.52409 ],20.0000,4.0000
320,[257.4954    51.125782   5.5687  ],20.0000,0.0000,[200.87363    38.462032    5.8010745],20.0000,6.0000,[  29.80025  -105.64866     3.272197],20.0000,0.0000,[ 47.54512   -67.35782     1.4894061],20.0000,4.0000,[220.01169   15.574688   5.501589],20.0000,4.0000
321,[258.34094    50.434727    5.1059704],20.0000,6.0000,[201.89622    38.06193     6.2128673],20.0000,6.0000,[  28.713837  -105.75916      2.9037833],20.0000,6.0000,[ 47.546745  -66.777275    1.4976602],20.0000,4.0000,[220.4703     15.215201    5.5041065],20.0000,4.0000
322,[258.8836    49.47815    5.162625],20.0000,6.0000,[202.98476     37.98063      0.26798183],20.0000,6.0000,[  27.641384  -105.54996      2.9720848],20.0000,0.0000,[ 47.548798  -66.19713     1.5058131],20.0000,3.0000,[220.92448   14.851469   5.515291],20.0000,4.0000
323,[259.44186   48.53561    5.405149],20.0000,6.0000,[204.06041    38.18567     0.5560583],20.0000,6.0000,[  26.55819   -105.40839      2.6365163],20.0000,0.0000,[ 47.5477    -65.61708     1.4212005],20.0000,4.0000,[221.37715    14.487083    5.5278645],20.0000,3.0000
324,[260.15466   47.708656   5.689514],20.0000,0.0000,[205.06458    38.63785     0.8154718],20.0000,6.0000,[  25.541107  -104.99203      2.1701128],20.0000,0.0000,[ 47.581398  -65.03688     1.3937249],20.0000,4.0000,[221.83159    14.1254635   5.4473333],20.0000,4.0000
325,[261.04147   47.071415   5.415891],20.0000,0.0000,[205.94432    39.30877     1.0400085],20.0000,0.0000,[  24.736305 -104.21988     1.707355],20.0000,0.0000,[ 47.630272  -64.45768     1.3897446],20.0000,4.0000,[222.2646     13.736732    5.4230633],20.0000,4.0000
326,[261.7801    46.26659    4.956501],20.0000,0.0000,[206.64792     40.16148      0.68227667],20.0000,0.0000,[  24.305065  -103.17732      1.3163757],20.0000,0.0000,[ 47.68538   -63.879402    1.3948756],20.0000,4.0000,[222.68729   13.336926   5.422048],20.0000,3.0000
327,[262.19983    45.246235    4.4649987],20.0000,6.0000,[2.0751941e+02 4.0819859e+01 1.3836956e-01],20.0000,0.0000,[  24.301737  -102.0486       0.9948993],20.0000,6.0000,[ 47.74264   -63.30176     1.4026899],20.0000,4.0000,[223.10767    12.935076    5.3378944],20.0000,4.0000
328,[262.16476    44.12926     4.5676417],20.0000,6.0000,[208.58522    41.080376    5.9066596],20.0000,0.0000,[  24.68492   -100.99593      1.2412677],20.0000,0.0000,[ 47.800354  -62.724533    1.4105046],20.0000,4.0000,[223.50235    12.506222    5.3143167],20.0000,3.0000
329,[262.1453    43.02901    4.904448],20.0000,6.0000,[209.68532   40.894016   5.428241],20.0000,6.0000,[ 24.917313  -99.92178     1.0870107],20.0000,6.0000,[ 47.85791   -62.147575    1.4174035],20.0000,4.0000,[223.8871     12.068379    5.2240105],20.0000,4.0000
330,[262.38193   41.963028   5.236628],20.0000,6.0000,[210.60757    40.249493    5.5872197],20.0000,6.0000,[ 25.308174  -98.8941      1.2500434],20.0000,0.0000,[ 47.915173  -61.5708      1.4232221],20.0000,3.0000,[224.24042    11.603021    5.2014785],20.0000,4.0000
331,[262.8812    40.99081    5.526584],20.0000,0.0000,[211.53442    39.656395    5.9772763],20.0000,6.0000,[ 25.571575  -97.83139     0.9780254],20.0000,6.0000,[ 47.969234 -60.993732   1.336307],20.0000,4.0000,[224.57867   11.127436   5.206778],20.0000,4.0000
332,[263.60483    40.167255    5.2455225],20.0000,0.0000,[2.1257957e+02 3.9341179e+01 3.8413215e-02],20.0000,6.0000,[ 26.07476   -96.85424     1.0890512],20.0000,0.0000,[ 48.05795   -60.41989     1.3068794],20.0000,4.0000,[224.91106    10.64913     5.2211814],20.0000,4.0000
333,[264.14935   39.22114    4.763018],20.0000,6.0000,[213.67303     39.31228      0.32920212],20.0000,0.0000,[ 26.496672  -95.843094    0.7976777],20.0000,6.0000,[ 48.16156  -59.84838    1.300876],20.0000,4.0000,[225.24194    10.171004    5.2363954],20.0000,3.0000
334,[264.30334   38.13599    4.812379],20.0000,6.0000,[2.1474347e+02 3.9555428e+01 4.4020634e-02],20.0000,0.0000,[ 27.158302  -94.96359     0.9072456],20.0000,6.0000,[ 48.271393  -59.27828     1.3041767],20.0000,4.0000,[225.5756     9.695388   5.157747],20.0000,4.0000
335,[264.481      37.056778    5.0356073],20.0000,6.0000,[215.83487    39.582806    5.8372245],20.0000,0.0000,[ 27.763575  -94.05125     1.1724578],20.0000,0.0000,[ 48.383522  -58.708958    1.3105092],20.0000,4.0000,[225.88132     9.200009    5.1346993],20.0000,3.0000
336,[264.83414    36.02391     5.3062434],20.0000,0.0000,[216.8675    39.212013   5.333672],20.0000,6.0000,[ 28.162117   -93.0347       0.90977937],20.0000,6.0000,[ 48.496273  -58.140064    1.3172107],20.0000,4.0000,[226.17677    8.698279   5.04287 ],20.0000,4.0000
337,[265.41074   35.09616    5.027696],20.0000,6.0000,[217.67357   38.44664    5.407417],20.0000,0.0000,[ 28.771358  -92.1257      1.0094175],20.0000,6.0000,[ 48.609016  -57.571415    1.3233021],20.0000,4.0000,[226.43661    8.175562   5.018342],20.0000,4.0000
338,[265.76636    34.064007    5.1158533],20.0000,6.0000,[218.48799   37.704494   5.157024],20.0000,6.0000,[ 29.31725   -91.17954     1.2430147],20.0000,0.0000,[ 48.72158   -57.00292     1.3285404],20.0000,4.0000,[226.67989     7.645473    5.0215964],20.0000,4.0000
339,[266.1887     33.057446    5.3329916],20.0000,0.0000,[219.11023   36.791847   5.304412],20.0000,6.0000,[ 29.669394  -90.146355    0.9591428],20.0000,6.0000,[ 48.83396   -56.434532    1.3329632],20.0000,4.0000,[226.91673     7.1135726   5.0343404],20.0000,4.0000
340,[266.7898     32.14538     5.0390787],20.0000,6.0000,[219.79735    35.93851     5.6002684],20.0000,6.0000,[ 30.250172 -89.22042    1.051122],20.0000,6.0000,[ 48.94621  -55.86623    1.336692],20.0000,4.0000,[227.1519      6.5819182   5.048407 ],20.0000,4.0000
341,[267.1607    31.118544   5.123236],20.0000,6.0000,[220.64923   35.25597    5.899737],20.0000,6.0000,[ 30.769524  -88.25999     1.2761182],20.0000,0.0000,[ 49.058384  -55.298004    1.3398546],20.0000,4.0000,[227.38724     6.0510817   5.06079  ],20.0000,4.0000
342,[267.59442   30.116848   5.339368],20.0000,0.0000,[221.63719    34.78729     6.1792245],20.0000,6.0000,[ 31.098345  -87.21906     0.9871462],20.0000,6.0000,[ 49.170536  -54.729843    1.3425611],20.0000,4.0000,[227.62325     5.521061    5.0708566],20.0000,3.0000
343,[268.2049     29.211206    5.0453534],20.0000,0.0000,[2.2270975e+02 3.4548492e+01 1.6019520e-01],20.0000,6.0000,[ 31.66101   -86.28255     1.0769624],20.0000,0.0000,[ 49.2827    -54.16174     1.3448995],20.0000,4.0000,[227.86269    4.992731   4.987082],20.0000,4.0000
344,[268.60272   28.193804   4.579802],20.0000,6.0000,[223.81422     34.556145     0.39666253],20.0000,0.0000,[ 32.146484   -85.30422      0.74848217],20.0000,6.0000,[ 49.3949    -53.59369     1.3469386],20.0000,4.0000,[228.07074     4.4500723   4.9599137],20.0000,4.0000
345,[268.60245    27.09262     4.6379533],20.0000,0.0000,[2.2488713e+02 3.4820042e+01 5.0425414e-02],20.0000,0.0000,[ 32.876884  -84.48666     0.8330466],20.0000,6.0000,[ 49.50716   -53.025692    1.3487313],20.0000,4.0000,[228.26466     3.9021373   4.9560275],20.0000,3.0000
346,[268.63806    25.995382    4.3365726],20.0000,6.0000,[225.97928   34.835716   5.795325],20.0000,0.0000,[ 33.563847  -83.63599     1.0704695],20.0000,0.0000,[ 49.61949   -52.457737    1.3503191],20.0000,4.0000,[228.45547     3.353207    4.8694043],20.0000,4.0000
347,[268.38593    24.921415    4.4532604],20.0000,6.0000,[226.9944    34.42001    5.281023],20.0000,0.0000,[ 34.072544  -82.67007     0.7931058],20.0000,6.0000,[ 49.7319    -51.889824    1.3517348],20.0000,4.0000,[228.6109      2.7918563   4.8439736],20.0000,4.0000
348,[268.1984     23.841871    4.7323422],20.0000,6.0000,[227.77538   33.623684   4.801618],20.0000,6.0000,[ 34.78743    -81.84209      0.88780475],20.0000,6.0000,[ 49.84439   -51.32195     1.3530041],20.0000,4.0000,[228.75032     2.2265134   4.8438644],20.0000,4.0000
349,[268.23355   22.750803   5.02795 ],20.0000,6.0000,[228.14388    32.56074     4.9587173],20.0000,6.0000,[ 35.446693  -80.97127     1.1179322],20.0000,0.0000,[ 49.95697   -50.754112    1.3541479],20.0000,4.0000,[228.88335     1.6603181   4.852968 ],20.0000,3.0000
350,[268.5161    21.694794   5.306952],20.0000,6.0000,[228.54517   31.53611    5.347518],20.0000,6.0000,[ 35.926876   -79.991005     0.83241606],20.0000,6.0000,[ 50.069637  -50.18631     1.3551835],20.0000,4.0000,[229.01738     1.0947711   4.772321 ],20.0000,4.0000
351,[269.02713    20.722677    5.5725217],20.0000,0.0000,[229.20457   30.666126   5.691711],20.0000,6.0000,[ 36.621204 -79.14698    0.923856],20.0000,6.0000,[ 50.182392  -49.618538    1.3561249],20.0000,4.0000,[229.11702      0.52096003   4.7491355 ],20.0000,4.0000
352,[269.75815   19.898695   5.261284],20.0000,0.0000,[230.07146   29.999073   5.982526],20.0000,6.0000,[ 37.259243  -78.26097     1.1482792],20.0000,0.0000,[ 50.295235  -49.050797    1.3569837],20.0000,4.0000,[ 2.2920129e+02 -5.5081066e-02  4.7496967e+00],20.0000,4.0000
353,[270.29797    18.94934     4.7471056],20.0000,6.0000,[231.07454    29.548397    6.2480493],20.0000,6.0000,[ 37.71898   -77.27087     0.8589708],20.0000,6.0000,[ 50.40816   -48.48308     1.3577698],20.0000,4.0000,[229.27956    -0.6313116   4.758808 ],20.0000,4.0000
354,[270.4234    17.861486   4.787852],20.0000,0.0000,[2.3215932e+02 2.9336334e+01 1.9797750e-01],20.0000,6.0000,[ 38.397358  -76.41449     0.9486054],20.0000,6.0000,[ 50.521175  -47.915394    1.3584917],20.0000,4.0000,[229.35606    -1.2071304   4.7696977],20.0000,3.0000
355,[270.58557    16.77908     4.4530234],20.0000,6.0000,[233.26715     29.363598     0.39787012],20.0000,0.0000,[ 39.019104  -75.51714     1.1704452],20.0000,0.0000,[ 50.63427   -47.34773     1.3591563],20.0000,4.0000,[229.43549    -1.7822738   4.687952 ],20.0000,4.0000
356,[270.4414     15.688007    4.5469594],20.0000,0.0000,[2.3434131e+02 2.9625048e+01 2.5387364e-02],20.0000,0.0000,[ 39.46225   -74.5194      0.8795061],20.0000,6.0000,[ 50.747444  -46.78009     1.3597697],20.0000,4.0000,[229.48053   -2.362296   4.662875],20.0000,4.0000
357,[270.36646    14.593859    4.2559695],20.0000,6.0000,[235.43338   29.618233   5.761182],20.0000,0.0000,[ 40.1268     -73.652504     0.96806407],20.0000,6.0000,[ 50.8607    -46.21247     1.3603374],20.0000,4.0000,[229.51036    -2.943233    4.6612134],20.0000,3.0000
358,[270.01935    13.548264    4.3703666],20.0000,6.0000,[236.43716   29.174099   5.246662],20.0000,0.0000,[ 40.7344    -72.74559     1.1885463],20.0000,0.0000,[ 50.97403   -45.644875    1.3608637],20.0000,4.0000,[229.53703    -3.5241065   4.5765667],20.0000,4.0000
359,[269.73755    12.489927    4.6422434],20.0000,6.0000,[237.19464    28.353971    4.7703595],20.0000,0.0000,[ 41.162693   -71.74131      0.89679056],20.0000,6.0000,[ 51.087433  -45.077297    1.3613528],20.0000,4.0000,[229.5264     -4.1067824   4.552649 ],20.0000,4.0000
360,[269.6718     11.400301    4.9335785],20.0000,0.0000,[237.54889    27.281141    4.3819466],20.0000,0.0000,[ 41.814514 -70.86494    0.984683],20.0000,6.0000,[ 51.200905  -44.50974     1.3618081],20.0000,4.0000,[229.4994     -4.6886454   4.553835 ],20.0000,4.0000
361,[269.8697    10.325987   4.660702],20.0000,6.0000,[237.46768   26.155012   4.067912],20.0000,0.0000,[ 42.40905  -69.94943    1.204394],20.0000,6.0000,[ 51.31445   -43.9422      1.3622327],20.0000,4.0000,[229.46623   -5.269439   4.563947],20.0000,3.0000
362,[269.82867     9.235095    4.7500663],20.0000,6.0000,[237.02634    25.121262    3.7668886],20.0000,6.0000,[ 42.84004   -68.945656    1.4627435],20.0000,6.0000,[ 51.42806   -43.374676    1.3626294],20.0000,4.0000,[229.43437    -5.8498607   4.4840035],20.0000,4.0000
363,[269.86035    8.143961   4.967381],20.0000,0.0000,[236.28192   24.287565   3.997616],20.0000,0.0000,[ 43.059242  -67.87148     1.7264881],20.0000,6.0000,[ 51.54173   -42.807167    1.3630005],20.0000,4.0000,[229.36732    -6.4284506   4.461262 ],20.0000,4.0000
364,[270.09314    7.07661    4.673367],20.0000,0.0000,[235.66237    23.379944    3.8272977],20.0000,6.0000,[ 43.03948   -66.76966     1.9738765],20.0000,6.0000,[ 51.655464  -42.239674    1.3633482],20.0000,4.0000,[229.28497    -7.0048156   4.4621506],20.0000,4.0000
365,[270.0879      5.98443     4.2063956],20.0000,6.0000,[234.90312    22.584156    3.9849837],20.0000,0.0000,[ 42.777843  -65.69458     2.1920588],20.0000,6.0000,[ 51.76926   -41.6722      1.3636744],20.0000,4.0000,[229.19685   -7.579648   4.471496],20.0000,4.0000
366,[269.68164    4.96162    4.263199],20.0000,6.0000,[234.24333    21.710096    3.7129166],20.0000,6.0000,[ 42.29839   -64.69539     2.3827543],20.0000,6.0000,[ 51.883114  -41.104733    1.3639809],20.0000,4.0000,[229.10722   -8.153585   4.48254 ],20.0000,4.0000
367,[269.29446     3.936494    4.5090714],20.0000,6.0000,[233.39604    21.009537    3.8251014],20.0000,6.0000,[ 41.637856  -63.805603    2.5577037],20.0000,6.0000,[ 51.99702   -40.53728     1.3642691],20.0000,4.0000,[229.01773   -8.727025   4.492651],20.0000,4.0000
368,[269.09604     2.8628955   4.795966 ],20.0000,6.0000,[232.5991     20.259537    4.0860314],20.0000,0.0000,[ 40.830368  -63.047634    2.7283535],20.0000,6.0000,[ 52.11098   -39.969845    1.3645406],20.0000,4.0000,[228.92883   -9.300178   4.50113 ],20.0000,4.0000
369,[269.13867     1.7710903   5.0738196],20.0000,0.0000,[231.97766    19.361868    3.8197472],20.0000,6.0000,[ 39.904648 -62.440643   2.900585],20.0000,6.0000,[ 52.22499   -39.402416    1.3647964],20.0000,4.0000,[228.84053   -9.873147   4.508031],20.0000,4.0000
370,[269.43658     0.7167645   4.7909555],20.0000,0.0000,[231.17413   18.61934    3.917922],20.0000,6.0000,[ 38.888275  -62.002586    3.0755463],20.0000,6.0000,[ 52.339054  -38.835003    1.3650379],20.0000,4.0000,[228.75267   -10.445987    4.5136256],20.0000,4.0000
371,[269.51666     -0.37186077   4.3113084 ],20.0000,6.0000,[230.42302    17.82633     4.1500587],20.0000,0.0000,[ 37.81116  -61.74826    3.252301],20.0000,6.0000,[ 52.45316  -38.2676     1.365266],20.0000,4.0000,[228.66513  -11.018724   4.5182  ],20.0000,4.0000
372,[269.18616    -1.4173547   4.3617787],20.0000,6.0000,[229.83917    16.904036    3.8653648],20.0000,6.0000,[ 36.70607  -61.686954   3.429688],20.0000,6.0000,[ 52.567314  -37.700207    1.3654816],20.0000,4.0000,[228.57776  -11.591377   4.521989],20.0000,4.0000
373,[268.87933    -2.4674044   4.587482 ],20.0000,6.0000,[229.05771    16.139954    3.9570544],20.0000,6.0000,[ 35.607407  -61.821293    3.6070228],20.0000,6.0000,[ 52.681515  -37.132824    1.3656856],20.0000,3.0000,[228.4905    -12.163957    4.5251727],20.0000,4.0000
374,[268.7523     -3.5515742   4.85992  ],20.0000,6.0000,[228.32779   15.327954   4.181667],20.0000,0.0000,[ 34.549595  -62.147182    3.7841034],20.0000,6.0000,[ 52.792847  -36.564846    1.2741202],20.0000,4.0000,[228.40324   -12.736472    4.5278845],20.0000,4.0000
375,[268.8559    -4.639717   5.132569],20.0000,0.0000,[227.76402    14.393169    3.8924553],20.0000,6.0000,[ 33.56571   -62.654285    3.9609826],20.0000,6.0000,[ 52.93806   -36.00405     1.2407241],20.0000,4.0000,[228.316    -13.30893    4.530222],20.0000,4.0000
376,[269.20953   -5.677268   4.846358],20.0000,0.0000,[226.99733   13.614849   3.982138],20.0000,6.0000,[ 32.68642   -63.326614    4.1377735],20.0000,6.0000,[ 53.096985  -35.446724    1.2297539],20.0000,4.0000,[228.22871   -13.881336    4.5322576],20.0000,4.0000
