step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5,pos_blue6,health_blue6,action_blue6,pos_blue7,health_blue7,action_blue7,pos_blue8,health_blue8,action_blue8,pos_blue9,health_blue9,action_blue9,pos_blue10,health_blue10,action_blue10,pos_blue11,health_blue11,action_blue11,pos_blue12,health_blue12,action_blue12,pos_blue13,health_blue13,action_blue13,pos_blue14,health_blue14,action_blue14,pos_blue15,health_blue15,action_blue15,pos_blue16,health_blue16,action_blue16,pos_blue17,health_blue17,action_blue17,pos_blue18,health_blue18,action_blue18,pos_blue19,health_blue19,action_blue19,pos_blue20,health_blue20,action_blue20
10,[10.650019    2.0718777   0.19224583],20.0000,6.0000,[10.865708   20.17968     0.20467001],20.0000,0.0000,[ 1.0763962e+01 -1.8562237e+01  1.7370446e-02],20.0000,6.0000,[10.650019   42.071877    0.19224583],20.0000,6.0000,[ 10.584962   -37.649193     0.11634846],20.0000,6.0000,[30.858236    0.37015173  6.276572  ],20.0000,6.0000,[30.858236 20.370152  6.276572],20.0000,6.0000,[ 3.0763962e+01 -1.8562237e+01  1.7370446e-02],20.0000,6.0000,[30.86571    40.17968     0.20467001],20.0000,0.0000,[ 30.661894   -37.98963      0.12298214],20.0000,6.0000,[95.69963   45.664043   6.2230544],20.0000,4.0000,[ 84.82221   -42.01827     0.2090564],20.0000,3.0000,[138.32149  -16.646006   5.694206],20.0000,4.0000,[ 57.934387  -16.666117    0.2828031],20.0000,3.0000,[ 96.82268  -45.419914   5.207814],20.0000,5.0000,[135.58826    20.49607     5.5471363],20.0000,4.0000,[121.12968    -28.908236     0.32145378],20.0000,4.0000,[111.57669     28.466711     0.65875745],20.0000,3.0000,[80.93877  36.229603  5.719681],20.0000,5.0000,[70.168106  28.568872   0.5653853],20.0000,4.0000,[98.7381   11.669685  5.974204],20.0000,4.0000,[102.49322    -6.191698    5.3815455],20.0000,5.0000,[ 93.7734   -19.476372   5.838662],20.0000,4.0000,[129.64793  -45.95246    6.021372],20.0000,4.0000,[ 69.68625   -32.759785    5.6086283],20.0000,5.0000,[86.292404   20.970186    0.51799506],20.0000,4.0000,[69.07243   48.406895   1.0781614],20.0000,3.0000,[114.05529   -23.272383    0.2938813],20.0000,4.0000,[87.07385   32.91095    5.5487027],20.0000,5.0000,[74.35949   5.662887  6.023946],20.0000,4.0000
11,[11.7233095  2.270944   0.4064907],20.0000,0.0000,[11.940241  20.37377    6.1950192],20.0000,6.0000,[ 11.854907  -18.517784    0.1023157],20.0000,6.0000,[11.7233095 42.270943   0.4064907],20.0000,0.0000,[ 11.666916   -37.503487     0.19944249],20.0000,6.0000,[31.949821    0.3714326   0.21232931],20.0000,0.0000,[31.949821   20.371433    0.21232931],20.0000,0.0000,[ 31.854906  -18.517784    0.1023157],20.0000,6.0000,[31.94024   40.37377    6.1950192],20.0000,6.0000,[ 31.743887  -37.84508     0.2031423],20.0000,6.0000,[96.274284  45.527264   6.1912956],20.0000,4.0000,[ 85.365616   -41.77608      0.11639772],20.0000,3.0000,[138.80528  -16.969221   5.694206],20.0000,4.0000,[ 58.481323   -16.463194     0.20118567],20.0000,4.0000,[ 96.99109   -45.990257    5.2991896],20.0000,5.0000,[136.01947    20.10545     5.5471363],20.0000,4.0000,[121.673325   -28.69923      0.32571623],20.0000,3.0000,[111.960785   28.921032    0.5660988],20.0000,3.0000,[81.36441   35.813984   5.8053145],20.0000,5.0000,[70.60475    28.966711    0.59714377],20.0000,4.0000,[99.27222   11.429602   5.9457955],20.0000,4.0000,[102.75321    -6.7278843   5.4585834],20.0000,5.0000,[ 94.25482  -19.818663   5.806904],20.0000,4.0000,[130.20993  -46.103058   6.021372],20.0000,4.0000,[ 70.09781   -33.176746    5.6717887],20.0000,4.0000,[86.747406   21.346893    0.54975355],20.0000,3.0000,[69.238655   48.978024    0.98455507],20.0000,3.0000,[114.60254   -23.071987    0.3008021],20.0000,4.0000,[87.412   32.41727  5.61334],20.0000,5.0000,[74.913345   5.4815664  6.017025 ],20.0000,4.0000
12,[12.743101    2.6626098   0.11158061],20.0000,6.0000,[13.030455 20.310465  6.281819],20.0000,6.0000,[ 12.940671  -18.405512    0.3191693],20.0000,0.0000,[12.743101   42.66261     0.11158061],20.0000,6.0000,[ 12.737756  -37.2918      0.4149165],20.0000,0.0000,[33.02259    0.5748957  6.2028847],20.0000,6.0000,[33.02259   20.574896   6.2028847],20.0000,6.0000,[ 32.94067   -18.405512    0.3191693],20.0000,0.0000,[33.030453 40.310463  6.281819],20.0000,6.0000,[ 32.815395   -37.636517     0.41685948],20.0000,0.0000,[96.84526   45.39337    6.1570015],20.0000,5.0000,[ 8.592802e+01 -4.158443e+01  2.262468e-02],20.0000,4.0000,[139.28827  -17.291893   5.694206],20.0000,4.0000,[ 59.039352   -16.292656     0.17536934],20.0000,4.0000,[ 97.20948  -46.542587   5.39309 ],20.0000,5.0000,[136.44995    19.715483    5.5471363],20.0000,4.0000,[122.21495    -28.48764      0.23753491],20.0000,4.0000,[112.383965    29.338106     0.47232574],20.0000,4.0000,[81.82342  35.437225  5.896731],20.0000,5.0000,[71.03958    29.360243    0.63143796],20.0000,3.0000,[99.80252  11.186571  5.925007],20.0000,5.0000,[103.05584    -7.2391567   5.544662 ],20.0000,5.0000,[ 94.733925  -20.156897    5.7726097],20.0000,4.0000,[130.771    -46.253403   6.021372],20.0000,4.0000,[ 70.53093   -33.57081     5.6849475],20.0000,4.0000,[87.19883    21.721918    0.49228907],20.0000,4.0000,[69.45595   49.530994   0.8902206],20.0000,3.0000,[115.1485     -22.871468     0.30632728],20.0000,3.0000,[87.786835  31.954987   5.6891713],20.0000,5.0000,[75.46592    5.300077   6.0114994],20.0000,4.0000
13,[13.825614    2.8042514   0.19504295],20.0000,6.0000,[14.122016   20.316076    0.21718451],20.0000,0.0000,[ 13.987771   -18.095308     0.02547184],20.0000,6.0000,[13.825614   42.804253    0.19504295],20.0000,6.0000,[ 13.752399   -36.887444     0.12062507],20.0000,6.0000,[3.4113346e+01 5.2116168e-01 6.7332704e-03],20.0000,6.0000,[3.4113346e+01 2.0521162e+01 6.7332704e-03],20.0000,6.0000,[ 3.3987770e+01 -1.8095308e+01  2.5471836e-02],20.0000,6.0000,[34.122017   40.31608     0.21718451],20.0000,0.0000,[ 33.83188    -37.23612      0.12164886],20.0000,6.0000,[97.41236  45.253574  6.221296],20.0000,4.0000,[ 8.6505272e+01 -4.1448406e+01  2.0674922e-02],20.0000,4.0000,[139.7707   -17.614195   5.694206],20.0000,4.0000,[ 59.600933   -16.136633     0.17256592],20.0000,4.0000,[ 97.477325  -47.072254    5.4873714],20.0000,5.0000,[136.87994    19.325966    5.5471363],20.0000,4.0000,[122.768616   -28.308859     0.20710118],20.0000,4.0000,[112.844696    29.711538     0.47037598],20.0000,4.0000,[82.31396   35.103405   5.9904084],20.0000,5.0000,[71.468155  29.757067   0.5671436],20.0000,4.0000,[100.32911    10.9383545   6.0020337],20.0000,4.0000,[103.40128    -7.7215414   5.635808 ],20.0000,5.0000,[ 95.20867   -20.496561    5.7451453],20.0000,5.0000,[131.3314   -46.403576   6.021372],20.0000,4.0000,[ 70.97185   -33.954067    5.6780295],20.0000,4.0000,[87.6699     22.071146    0.48593158],20.0000,4.0000,[69.72315   50.061165   0.7962548],20.0000,4.0000,[115.69268   -22.66807     0.2190518],20.0000,4.0000,[88.19752  31.526442  5.774324],20.0000,5.0000,[76.017624   5.1185107  6.0070167],20.0000,4.0000
14,[14.897194    3.012145    0.41076136],20.0000,0.0000,[15.194047 20.52355   6.207526],20.0000,6.0000,[ 15.078254  -18.039387    0.1111001],20.0000,6.0000,[14.897194   43.012146    0.41076136],20.0000,0.0000,[ 14.833139   -36.73232      0.20517068],20.0000,6.0000,[35.204823    0.5364556   0.22552273],20.0000,0.0000,[35.204823   20.536455    0.22552273],20.0000,0.0000,[ 35.078255  -18.039387    0.1111001],20.0000,6.0000,[35.194046 40.52355   6.207526],20.0000,6.0000,[ 34.913105   -37.0852       0.20460024],20.0000,6.0000,[97.98646   45.14462    6.2352195],20.0000,4.0000,[ 8.7082756e+01 -4.1333687e+01  5.1129930e-02],20.0000,4.0000,[140.25276  -17.936243   5.694206],20.0000,4.0000,[ 60.16327    -15.986684     0.17854834],20.0000,4.0000,[ 97.79287  -47.574673   5.581181],20.0000,4.0000,[137.3096     18.936754    5.5471363],20.0000,4.0000,[123.32646    -28.144476     0.20003276],20.0000,4.0000,[113.314896  30.065882   0.500831],20.0000,4.0000,[82.83283  34.81604   6.084444],20.0000,5.0000,[71.91778   30.130287   0.5532202],20.0000,4.0000,[100.86957    10.720324    6.0251527],20.0000,4.0000,[103.7885     -8.170669    5.7290545],20.0000,5.0000,[ 95.67814  -20.841173   5.817004],20.0000,4.0000,[131.89139  -46.553627   6.021372],20.0000,4.0000,[ 71.41459  -34.333073   5.664979],20.0000,4.0000,[88.14712    22.40892     0.49901682],20.0000,4.0000,[70.04028  50.561954  0.794681],20.0000,4.0000,[116.24862    -22.497465     0.18928339],20.0000,4.0000,[88.64327   31.135506   5.8649426],20.0000,5.0000,[76.568726  4.936935  6.003314],20.0000,4.0000
15,[15.913171    3.4130592   0.11657949],20.0000,6.0000,[1.6284964e+01 2.0473841e+01 1.1130258e-02],20.0000,6.0000,[ 16.16274   -17.915352    0.3285397],20.0000,0.0000,[15.913171   43.41306     0.11657949],20.0000,6.0000,[ 15.901908   -36.51046      0.42169264],20.0000,0.0000,[36.27492     0.75357926  6.215993  ],20.0000,6.0000,[36.27492  20.75358   6.215993],20.0000,6.0000,[ 36.16274   -17.915352    0.3285397],20.0000,0.0000,[3.6284962e+01 4.0473839e+01 1.1130258e-02],20.0000,6.0000,[ 35.982933   -36.868443     0.41997072],20.0000,0.0000,[98.56196   45.04904    6.2288384],20.0000,4.0000,[ 8.765724e+01 -4.122242e+01  8.523475e-02],20.0000,3.0000,[140.73454  -18.258118   5.694206],20.0000,4.0000,[ 60.725376   -15.838893     0.18696031],20.0000,4.0000,[ 98.15542   -48.043262    5.5826116],20.0000,4.0000,[137.73903    18.547752    5.5471363],20.0000,4.0000,[123.88561    -27.986351     0.20233895],20.0000,4.0000,[113.7839      30.415812     0.53493583],20.0000,3.0000,[83.37594  34.577938  6.178075],20.0000,4.0000,[72.37511   30.492483   0.5596012],20.0000,4.0000,[101.414894   10.515984    6.0260005],20.0000,4.0000,[104.21513    -8.582347    5.8227367],20.0000,5.0000,[ 96.16659  -21.159529   5.836667],20.0000,4.0000,[132.45107  -46.7036     6.021372],20.0000,4.0000,[ 71.8569  -34.71088   5.6518 ],20.0000,4.0000,[88.62498   22.742914   0.5166655],20.0000,4.0000,[70.372574   51.0477      0.82559836],20.0000,4.0000,[116.80866    -22.34132      0.18289095],20.0000,4.0000,[89.12211  30.786236  5.957963],20.0000,5.0000,[77.11942    4.7553926  6.000205 ],20.0000,4.0000
16,[16.994446    3.5645146   0.20131902],20.0000,6.0000,[17.37637    20.493055    0.22967082],20.0000,0.0000,[ 17.20624   -17.593447    0.0351233],20.0000,6.0000,[16.994446   43.564514    0.20131902],20.0000,6.0000,[ 16.912254   -36.095818     0.12785025],20.0000,6.0000,[3.7366261e+01 7.1373373e-01 1.9745100e-02],20.0000,6.0000,[3.7366261e+01 2.0713734e+01 1.9745100e-02],20.0000,6.0000,[ 3.7206238e+01 -1.7593447e+01  3.5123296e-02],20.0000,6.0000,[37.37637    40.493057    0.22967082],20.0000,0.0000,[ 36.99569    -36.459343     0.12562922],20.0000,6.0000,[99.13708   44.95815    6.2161403],20.0000,4.0000,[ 8.8228554e+01 -4.1105350e+01  2.1143088e-02],20.0000,4.0000,[141.21617  -18.579876   5.694206],20.0000,4.0000,[ 61.28699    -15.691596     0.19518071],20.0000,4.0000,[ 98.5317    -48.495525    5.5515943],20.0000,4.0000,[138.16829    18.158892    5.5471363],20.0000,4.0000,[124.44496    -27.830738     0.20784065],20.0000,4.0000,[114.24753     30.769588     0.47084415],20.0000,4.0000,[83.93897   34.394165   6.1794047],20.0000,4.0000,[72.83437   30.850393   0.5722994],20.0000,4.0000,[101.96154    10.31729     6.0186048],20.0000,4.0000,[104.67792    -8.95282     5.9161487],20.0000,4.0000,[ 96.66216  -21.465712   5.834841],20.0000,4.0000,[133.01053  -46.85352    6.021372],20.0000,4.0000,[ 72.29819  -35.08868    5.640507],20.0000,4.0000,[89.10163   23.076466   0.5328542],20.0000,4.0000,[70.70512    51.528957    0.86003697],20.0000,4.0000,[117.36997    -22.191425     0.18582022],20.0000,4.0000,[89.63085   30.482252   6.0515914],20.0000,5.0000,[77.66985    4.5739117  5.9975557],20.0000,4.0000
17,[18.06394    3.7828505  0.4179957],20.0000,0.0000,[18.445734 20.713867  6.220007],20.0000,6.0000,[ 18.296072   -17.525303     0.12117465],20.0000,6.0000,[18.06394   43.782852   0.4179957],20.0000,0.0000,[ 17.991442   -35.929756     0.21322376],20.0000,6.0000,[38.45745     0.742879    0.23843525],20.0000,0.0000,[38.45745    20.74288     0.23843525],20.0000,0.0000,[ 38.29607    -17.525303     0.12117465],20.0000,6.0000,[38.445732 40.713867  6.220007],20.0000,6.0000,[ 38.075684   -36.299156     0.21007963],20.0000,6.0000,[99.711395  44.868126   6.2031746],20.0000,4.0000,[ 8.8805931e+01 -4.1019363e+01  7.4838852e-03],20.0000,4.0000,[141.69766  -18.901552   5.694206],20.0000,4.0000,[ 61.84812    -15.544199     0.20235203],20.0000,4.0000,[ 98.907845 -48.943348   5.517103],20.0000,4.0000,[138.59744    17.77013     5.5471363],20.0000,4.0000,[125.00413    -27.675987     0.21389922],20.0000,4.0000,[114.73012     31.098011     0.45718494],20.0000,4.0000,[84.50423  34.23157   6.148341],20.0000,4.0000,[73.29336    31.207157    0.58526516],20.0000,4.0000,[102.50816    10.120502    6.0092125],20.0000,4.0000,[105.17403    -9.276061    5.9173737],20.0000,4.0000,[ 97.15984  -21.766924   5.825464],20.0000,4.0000,[133.56985  -47.0034     6.021372],20.0000,4.0000,[ 72.73847  -35.466793   5.631383],20.0000,4.0000,[89.57681    23.410648    0.54598844],20.0000,3.0000,[71.03356   52.010284   0.8878921],20.0000,4.0000,[117.931465   -22.043987     0.19184051],20.0000,4.0000,[90.1655    30.226526   6.1450257],20.0000,4.0000,[78.22009    4.3925095  5.99527  ],20.0000,4.0000
18,[19.075588    4.19426     0.12421519],20.0000,6.0000,[19.537184   20.677748    0.02360462],20.0000,6.0000,[ 19.37908    -17.388912     0.33900067],20.0000,0.0000,[19.075588   44.19426     0.12421519],20.0000,6.0000,[ 19.05782    -35.69666      0.43043652],20.0000,0.0000,[39.524727   0.9735044  6.228852 ],20.0000,6.0000,[39.524727 20.973505  6.228852],20.0000,6.0000,[ 39.379078   -17.388912     0.33900067],20.0000,0.0000,[3.9537186e+01 4.0677750e+01 2.3604617e-02],20.0000,6.0000,[ 39.143414   -36.072346     0.42652637],20.0000,0.0000,[100.284966  44.77762    6.192004],20.0000,4.0000,[ 8.9384369e+01 -4.0946789e+01  1.4121937e-02],20.0000,4.0000,[142.17908  -19.223173   5.694206],20.0000,4.0000,[ 62.408855   -15.3965645    0.20835522],20.0000,4.0000,[ 99.27993   -49.391666    5.4892263],20.0000,5.0000,[139.02654    17.381435    5.5471363],20.0000,4.0000,[125.56302    -27.52144      0.21951146],20.0000,4.0000,[115.21949   31.414812   0.463823],20.0000,4.0000,[85.066925 34.072548  6.113836],20.0000,5.0000,[73.75145   31.563976   0.5964353],20.0000,4.0000,[103.05435    9.924054   6.000337],20.0000,4.0000,[105.67779    -9.579473    5.8862724],20.0000,4.0000,[ 97.657646  -22.066551    5.8147063],20.0000,4.0000,[134.12909  -47.15325    6.021372],20.0000,4.0000,[ 73.17798   -35.845215    5.6241264],20.0000,4.0000,[90.04922    23.748127    0.46445128],20.0000,4.0000,[71.35786   52.49281    0.9081465],20.0000,4.0000,[118.49276   -21.897345    0.1983003],20.0000,4.0000,[90.72192  30.024328  6.146292],20.0000,4.0000,[78.77022    4.2111955  5.9932766],20.0000,4.0000
19,[20.155313    4.356864    0.20970525],20.0000,6.0000,[20.628267   20.710554    0.24213868],20.0000,0.0000,[ 20.418726   -17.054895     0.04577809],20.0000,6.0000,[20.155313   44.356865    0.20970525],20.0000,6.0000,[ 20.063486   -35.270985     0.13690893],20.0000,6.0000,[4.0616478e+01 9.4743526e-01 3.2542590e-02],20.0000,6.0000,[4.0616478e+01 2.0947435e+01 3.2542590e-02],20.0000,6.0000,[ 40.418724   -17.054895     0.04577809],20.0000,6.0000,[40.628265   40.710552    0.24213868],20.0000,0.0000,[ 40.151855   -35.653072     0.13265385],20.0000,6.0000,[100.857925  44.68635    6.18295 ],20.0000,5.0000,[ 8.9962357e+01 -4.0878853e+01  2.7023893e-02],20.0000,4.0000,[142.66043  -19.544758   5.694206],20.0000,4.0000,[ 62.96929    -15.248718     0.21332651],20.0000,4.0000,[ 99.6459    -49.843674    5.5607243],20.0000,4.0000,[139.45557    16.992785    5.5471363],20.0000,5.0000,[126.12166    -27.366875     0.22439645],20.0000,4.0000,[115.71049     31.727247     0.47672495],20.0000,4.0000,[85.62607  33.907898  6.177717],20.0000,4.0000,[74.20865   31.921173   0.6054894],20.0000,4.0000,[103.60005    9.727416   5.992733],20.0000,4.0000,[106.180016   -9.878797    5.8517623],20.0000,4.0000,[ 98.154915  -22.365982    5.8049316],20.0000,4.0000,[134.68826  -47.30309    6.021372],20.0000,4.0000,[ 73.616936 -36.223854   5.618329],20.0000,4.0000,[90.54155    24.057798    0.43882397],20.0000,4.0000,[71.67911    52.97642     0.92247874],20.0000,4.0000,[119.053795 -21.750847   0.204212],20.0000,4.0000,[91.28132  29.843178  6.115227],20.0000,4.0000,[79.32026    4.0299754  5.9915233],20.0000,4.0000
20,[21.22242     4.586601    0.42702168],20.0000,0.0000,[21.6948   20.94466   6.232471],20.0000,6.0000,[ 21.507719   -16.974054     0.13209595],20.0000,6.0000,[21.22242    44.5866      0.42702168],20.0000,0.0000,[ 21.140842   -35.093113     0.22279762],20.0000,6.0000,[41.70721     0.9903232   0.25117055],20.0000,0.0000,[41.70721    20.990324    0.25117055],20.0000,0.0000,[ 41.50772    -16.974054     0.13209595],20.0000,6.0000,[41.694798 40.94466   6.232471],20.0000,6.0000,[ 41.230263   -35.48206      0.21796967],20.0000,6.0000,[101.43015   44.59147    6.267493],20.0000,4.0000,[ 9.0539604e+01 -4.0811718e+01  4.0130787e-02],20.0000,3.0000,[143.14174  -19.866316   5.694206],20.0000,4.0000,[ 63.529507   -15.100731     0.21745686],20.0000,4.0000,[100.03701   -50.275356    5.5801334],20.0000,4.0000,[139.88257   16.601963   5.638895],20.0000,5.0000,[126.68011    -27.212248     0.22855759],20.0000,4.0000,[116.201164    32.03863      0.48983184],20.0000,4.0000,[86.19393  33.773605  6.191287],20.0000,4.0000,[74.66514   32.278732   0.6127055],20.0000,4.0000,[104.14534     9.530487    5.9864416],20.0000,4.0000,[106.67862   -10.179954    5.8238926],20.0000,4.0000,[ 98.651566  -22.665659    5.7967443],20.0000,4.0000,[135.24739  -47.452915   6.021372],20.0000,4.0000,[ 74.05553   -36.60262     5.6136336],20.0000,4.0000,[91.04166    24.354652    0.43626603],20.0000,4.0000,[71.99836    53.460762    0.93273544],20.0000,4.0000,[119.61457   -21.604282    0.2093181],20.0000,4.0000,[91.83833   29.665667   6.0807395],20.0000,5.0000,[79.870255   3.8488533  5.989969 ],20.0000,4.0000
21,[22.229385    5.009164    0.13354471],20.0000,6.0000,[22.786613   20.922132    0.03606494],20.0000,6.0000,[ 22.589052  -16.824926    0.3501739],20.0000,0.0000,[22.229385   45.009163    0.13354471],20.0000,6.0000,[ 22.20455  -34.848103   0.440473],20.0000,0.0000,[42.771515   1.2343354  6.2415533],20.0000,6.0000,[42.771515  21.234335   6.2415533],20.0000,6.0000,[ 42.58905   -16.824926    0.3501739],20.0000,0.0000,[4.2786613e+01 4.0922131e+01 3.6064941e-02],20.0000,6.0000,[ 42.295567  -35.244095    0.4351316],20.0000,0.0000,[1.0200809e+02 4.4530685e+01 1.2027879e-02],20.0000,4.0000,[ 91.11605  -40.741074   6.242819],20.0000,4.0000,[143.62303  -20.187855   5.694206],20.0000,4.0000,[ 64.08957    -14.952672     0.22092094],20.0000,4.0000,[100.43822   -50.69721     5.5781093],20.0000,4.0000,[140.33063   16.234707   5.764272],20.0000,5.0000,[127.238396   -27.057577     0.23208953],20.0000,4.0000,[116.69099    32.350212    0.5010932],20.0000,4.0000,[86.764046  33.652554   6.1846147],20.0000,4.0000,[75.12113   32.636547   0.6184791],20.0000,4.0000,[104.69032     9.33332     5.9812737],20.0000,4.0000,[107.17401  -10.483955   5.803644],20.0000,5.0000,[ 99.147705  -22.965635    5.7900715],20.0000,4.0000,[135.80647  -47.60273    6.021372],20.0000,4.0000,[ 74.49387   -36.981438    5.6097674],20.0000,4.0000,[91.54445   24.646017   0.4424818],20.0000,4.0000,[72.31639   53.945526   0.9402959],20.0000,4.0000,[120.17515    -21.457624     0.21364339],20.0000,4.0000,[92.39165   29.482641   6.1446395],20.0000,4.0000,[80.42023    3.6678295  5.9885817],20.0000,4.0000
22,[23.307295    5.183715    0.21950856],20.0000,6.0000,[23.877203   20.968515    0.25459492],20.0000,0.0000,[ 23.62462    -16.478544     0.05708085],20.0000,6.0000,[23.307295   45.183716    0.21950856],20.0000,6.0000,[ 23.205225  -34.41094     0.1471741],20.0000,6.0000,[43.8635      1.2219719   0.04520581],20.0000,6.0000,[43.8635     21.221972    0.04520581],20.0000,6.0000,[ 43.62462    -16.478544     0.05708085],20.0000,6.0000,[43.877205   40.968513    0.25459492],20.0000,0.0000,[ 43.299297  -34.813866    0.1415794],20.0000,6.0000,[1.0258748e+02 4.4484921e+01 1.6418632e-02],20.0000,4.0000,[ 91.69679   -40.704582    6.2184005],20.0000,4.0000,[144.10431  -20.509384   5.694206],20.0000,4.0000,[ 64.64953    -14.804595     0.22385956],20.0000,4.0000,[100.84278  -51.114887   5.568586],20.0000,4.0000,[140.80742    15.902474    5.8993692],20.0000,5.0000,[127.79658    -26.902899     0.23510125],20.0000,4.0000,[117.179985    32.662285     0.51020473],20.0000,4.0000,[87.33415   33.536137   6.1717043],20.0000,4.0000,[75.57678   32.994514   0.6231595],20.0000,4.0000,[105.235085    9.135997    5.9770045],20.0000,4.0000,[107.66574   -10.792873    5.8810816],20.0000,4.0000,[ 99.64345  -23.265846   5.784648],20.0000,4.0000,[136.36555  -47.75254    6.021372],20.0000,4.0000,[ 74.932076  -37.360256    5.6065307],20.0000,4.0000,[92.04783    24.935375    0.45108324],20.0000,4.0000,[72.63368   54.430508   0.9460706],20.0000,4.0000,[120.73558  -21.310904   0.217299],20.0000,4.0000,[92.95471   29.329666   6.1582217],20.0000,4.0000,[80.970184   3.4869041  5.9873366],20.0000,4.0000
23,[24.371746    5.425477    0.43725327],20.0000,0.0000,[24.94074   21.215876   6.2449255],20.0000,6.0000,[ 24.712591   -16.384705     0.14356671],20.0000,6.0000,[24.371746   45.425476    0.43725327],20.0000,0.0000,[ 24.280506  -34.2207      0.2333893],20.0000,6.0000,[44.95361     1.2785306   0.26379478],20.0000,0.0000,[44.95361    21.27853     0.26379478],20.0000,0.0000,[ 44.71259    -16.384705     0.14356671],20.0000,6.0000,[44.940742  41.215878   6.2449255],20.0000,6.0000,[ 44.37583    -34.63111      0.22743097],20.0000,6.0000,[1.03166985e+02 4.44454384e+01 1.17107900e-02],20.0000,4.0000,[ 92.27818   -40.683174    6.2171593],20.0000,4.0000,[144.58557  -20.830904   5.694206],20.0000,4.0000,[ 65.20941    -14.656539     0.22638096],20.0000,4.0000,[101.2479    -51.531128    5.5577292],20.0000,4.0000,[141.31468    15.612911    6.0330014],20.0000,4.0000,[128.35469    -26.748243     0.23768969],20.0000,4.0000,[117.668335   32.97481     0.5174571],20.0000,4.0000,[87.90361   33.420574   6.1585994],20.0000,4.0000,[76.03221    33.352554    0.62701625],20.0000,4.0000,[105.77969     8.938595    5.9734397],20.0000,4.0000,[108.175255 -11.073705   5.904478],20.0000,4.0000,[100.13892   -23.566202    5.7802024],20.0000,4.0000,[136.9246   -47.902348   6.021372],20.0000,4.0000,[ 75.37019   -37.73904     5.6037807],20.0000,4.0000,[92.55102   25.224228   0.4594443],20.0000,4.0000,[72.95054   54.915585   0.9506346],20.0000,4.0000,[121.2959     -21.164158     0.22040568],20.0000,4.0000,[93.52048   29.189844   6.1515584],20.0000,4.0000,[81.520134   3.3060763  5.9862137],20.0000,4.0000
24,[25.373728    5.8596234   0.14398938],20.0000,6.0000,[26.032751   21.206936    0.04851643],20.0000,6.0000,[ 25.792057   -16.2226       0.36180696],20.0000,0.0000,[25.373728   45.859623    0.14398938],20.0000,6.0000,[ 25.341297  -33.96334     0.4513694],20.0000,0.0000,[46.01478    1.5358424  6.2541566],20.0000,6.0000,[46.01478   21.535843   6.2541566],20.0000,6.0000,[ 45.792057   -16.2226       0.36180696],20.0000,0.0000,[46.03275    41.206936    0.04851643],20.0000,6.0000,[ 45.438423  -34.381298    0.4450723],20.0000,0.0000,[1.0374623e+02 4.4408222e+01 4.2563826e-03],20.0000,4.0000,[ 92.85923   -40.6678      6.2245436],20.0000,4.0000,[145.06682  -21.152418   5.694206],20.0000,4.0000,[ 65.76925    -14.508533     0.22856715],20.0000,4.0000,[101.652596  -51.947094    5.5478907],20.0000,4.0000,[141.8514     15.37554     6.0672235],20.0000,4.0000,[128.91275    -26.593636     0.23993395],20.0000,4.0000,[118.15623     33.28766      0.52325404],20.0000,4.0000,[88.472374 33.304523  6.147343],20.0000,4.0000,[76.48751  33.710606  0.630246],20.0000,4.0000,[106.324196   8.74117    5.970425],20.0000,4.0000,[108.69155  -11.341643   5.905549],20.0000,4.0000,[100.634224 -23.866627   5.77651 ],20.0000,4.0000,[137.48366  -48.052155   6.021372],20.0000,4.0000,[ 75.80827   -38.117775    5.6014147],20.0000,4.0000,[93.05382    25.513124    0.46671584],20.0000,4.0000,[73.26716   55.40068    0.9543489],20.0000,4.0000,[121.85614    -21.017424     0.22306854],20.0000,4.0000,[94.0864    29.054657   6.1386547],20.0000,4.0000,[82.07009    3.1253445  5.9851966],20.0000,4.0000
