step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3
57,[60.95124    5.1858535  6.012442 ],20.0000,6.0000,[61.618946  18.659597   6.0049653],20.0000,6.0000,[ 60.761757   -10.667558     0.20005299],20.0000,0.0000,[61.29922   39.44489    5.9956923],20.0000,6.0000,[ 59.60129  -25.71868    0.196234],20.0000,0.0000,[195.33922  -56.797153   5.287119],20.0000,4.0000,[129.60577    -21.726017     0.13907656],20.0000,4.0000,[129.22626    -1.6115826   0.2738601],20.0000,4.0000
58,[62.01525    4.9379487  6.102065 ],20.0000,6.0000,[62.682873 18.410042  6.095891],20.0000,6.0000,[ 61.834568  -10.46556     6.1933594],20.0000,6.0000,[62.352913 39.158855  6.219936],20.0000,0.0000,[ 60.67456  -25.519264   6.189997],20.0000,6.0000,[195.65382  -57.282917   5.287119],20.0000,4.0000,[130.17772    -21.63718      0.13970059],20.0000,4.0000,[129.7811      -1.4467553    0.27447748],20.0000,4.0000
59,[6.3092140e+01 4.7587481e+00 4.0704343e-02],20.0000,0.0000,[6.3759624e+01 1.8229435e+01 3.6399256e-02],20.0000,0.0000,[ 62.92568  -10.519536   6.28265 ],20.0000,6.0000,[63.44142  39.076214  5.930514],20.0000,6.0000,[ 61.765606  -25.5756      6.2795653],20.0000,6.0000,[195.96844  -57.768684   5.287119],20.0000,4.0000,[130.74968   -21.548428    0.1402777],20.0000,4.0000,[130.33597     -1.2820076    0.27504864],20.0000,4.0000
60,[64.18357    4.783904   6.0329413],20.0000,6.0000,[64.851    18.254324  6.029814],20.0000,6.0000,[ 64.017235   -10.5037       0.22085743],20.0000,0.0000,[64.48148   38.741825   6.0200825],20.0000,6.0000,[ 62.857216   -25.562052     0.21813314],20.0000,0.0000,[196.28305  -58.25445    5.287119],20.0000,4.0000,[131.32166    -21.459753     0.14081262],20.0000,4.0000,[130.89085     -1.1173369    0.27557817],20.0000,4.0000
61,[65.2512     4.552984   6.1214924],20.0000,6.0000,[65.91884  18.023726  6.119172],20.0000,6.0000,[ 65.08674   -10.2844515   6.2128315],20.0000,6.0000,[65.54002   38.474834   6.2418356],20.0000,0.0000,[ 63.927113 -25.344828   6.210326],20.0000,6.0000,[196.59767  -58.74022    5.287119],20.0000,4.0000,[131.89363    -21.371153     0.14130944],20.0000,4.0000,[131.44576     -0.9527406    0.27607012],20.0000,4.0000
62,[6.6330696e+01 4.3906407e+00 5.8780838e-02],20.0000,0.0000,[6.6998466e+01 1.7861958e+01 5.7466649e-02],20.0000,0.0000,[ 6.6178383e+01 -1.0321550e+01  1.7993903e-02],20.0000,6.0000,[66.629845  38.41027    5.9508433],20.0000,6.0000,[ 6.5018723e+01 -2.5383886e+01  1.5658800e-02],20.0000,6.0000,[196.91228  -59.225983   5.287119],20.0000,4.0000,[132.4656     -21.282629     0.14177176],20.0000,4.0000,[132.00067     -0.78821605   0.27652803],20.0000,4.0000
63,[67.4217     4.4320054  6.0502057],20.0000,6.0000,[68.08937   17.904537   6.0494933],20.0000,6.0000,[ 67.26953    -10.289121     0.23822731],20.0000,0.0000,[67.67488   38.092434   6.0393615],20.0000,6.0000,[ 66.109924  -25.353361    0.2360931],20.0000,0.0000,[197.2269   -59.71175    5.287119],20.0000,4.0000,[133.0376     -21.194176     0.14220278],20.0000,4.0000,[132.5556      -0.62376076   0.276955  ],20.0000,4.0000
64,[68.49246    4.216632   6.1380935],20.0000,6.0000,[69.1605    17.690601   6.1378827],20.0000,6.0000,[ 68.33579   -10.054334    6.2295113],20.0000,6.0000,[68.7374    37.841957   6.2597957],20.0000,0.0000,[ 67.17656   -25.120312    6.2274947],20.0000,6.0000,[197.5415   -60.197517   5.287119],20.0000,4.0000,[133.60959    -21.10579      0.14260525],20.0000,4.0000,[133.11055     -0.4593722    0.27735382],20.0000,4.0000
65,[69.57414     4.0697613   0.07461431],20.0000,0.0000,[70.242424   17.545366    0.07497973],20.0000,0.0000,[ 6.94277649e+01 -1.00758505e+01  3.40873674e-02],20.0000,6.0000,[69.82811  37.793526  5.968012],20.0000,6.0000,[ 6.8268509e+01 -2.5143560e+01  3.2176614e-02],20.0000,6.0000,[197.85612  -60.68328    5.287119],20.0000,4.0000,[134.1816     -21.017471     0.14298168],20.0000,4.0000,[133.66551     -0.29504788   0.27772692],20.0000,4.0000
66,[70.66452    4.126252   6.0655947],20.0000,6.0000,[71.33266   17.603872   6.0662923],20.0000,6.0000,[ 70.51832    -10.02806      0.25365248],20.0000,0.0000,[70.87754  37.490883  6.055879],20.0000,6.0000,[ 69.359146   -25.097462     0.25185964],20.0000,0.0000,[198.17073  -61.16905    5.287119],20.0000,4.0000,[134.7536     -20.929216     0.14333425],20.0000,4.0000,[ 1.3422049e+02 -1.3078551e-01  2.7807641e-01],20.0000,4.0000
67,[71.73807    3.9255955  6.153068 ],20.0000,6.0000,[72.40665   17.405313   6.1540794],20.0000,6.0000,[71.58131   -9.778688   6.2445526],20.0000,6.0000,[71.9435    37.255604   6.2755623],20.0000,0.0000,[ 70.42249  -24.849667   6.242827],20.0000,6.0000,[198.48534  -61.654816   5.287119],20.0000,4.0000,[135.32562    -20.841022     0.14366496],20.0000,4.0000,[1.3477548e+02 3.3417266e-02 2.7840430e-01],20.0000,4.0000
68,[72.82163     3.7934222   0.08913406],20.0000,0.0000,[73.49049    17.275383    0.09048808],20.0000,0.0000,[ 7.2673416e+01 -9.7853899e+00  4.8761617e-02],20.0000,6.0000,[73.03483  37.222267  5.983344],20.0000,6.0000,[ 7.1514603e+01 -2.4857964e+01  4.7102079e-02],20.0000,6.0000,[198.79996  -62.140583   5.287119],20.0000,4.0000,[135.89764    -20.752888     0.14397556],20.0000,4.0000,[135.33049      0.19756265   0.2787123 ],20.0000,4.0000
69,[73.91119    3.8644168  6.0798583],20.0000,6.0000,[74.579865  17.348852   6.0814047],20.0000,6.0000,[73.76322    -9.722949    0.26792783],20.0000,0.0000,[74.08824  36.934036  6.070805],20.0000,6.0000,[ 72.6045    -24.797089    0.2663394],20.0000,0.0000,[199.11456  -62.626347   5.287119],20.0000,4.0000,[136.46968   -20.66481     0.1442676],20.0000,3.0000,[135.88551      0.3616528    0.27900195],20.0000,4.0000
70,[74.98727    3.6779869  6.167072 ],20.0000,6.0000,[75.656395 17.164923  6.168815],20.0000,6.0000,[74.82285   -9.45956    6.2586045],20.0000,6.0000,[7.5157272e+01 3.6713226e+01 6.8569020e-03],20.0000,0.0000,[ 73.66449   -24.53518     6.2570558],20.0000,6.0000,[199.42918  -63.112114   5.287119],20.0000,4.0000,[ 1.3704129e+02 -2.0573845e+01  5.2783903e-02],20.0000,4.0000,[136.44055     0.5256898   0.2792747],20.0000,4.0000
71,[76.072464    3.5600586   0.10286149],20.0000,0.0000,[76.741875   17.049599    0.10481333],20.0000,0.0000,[ 7.5914925e+01 -9.4519129e+00  6.2582903e-02],20.0000,6.0000,[76.24898   36.694397   5.9975734],20.0000,6.0000,[ 7.4756577e+01 -2.4529043e+01  6.1075769e-02],20.0000,6.0000,[199.74379  -63.59788    5.287119],20.0000,4.0000,[ 1.3761784e+02 -2.0517185e+01  1.9475030e-02],20.0000,4.0000,[136.99559      0.6896756    0.27953178],20.0000,4.0000
72,[77.161026   3.6451814  6.093433 ],20.0000,6.0000,[77.83021  17.137468  6.0955  ],20.0000,6.0000,[77.003815   -9.375253    0.28150597],20.0000,0.0000,[77.306076 36.420116  6.084779],20.0000,6.0000,[ 75.84557    -24.453873     0.28004247],20.0000,0.0000,[200.05841  -64.08365    5.287119],20.0000,4.0000,[ 1.3819588e+02 -2.0474657e+01  8.6670024e-03],20.0000,4.0000,[137.55066      0.8536122    0.27977434],20.0000,4.0000
73,[78.2394     3.4726858  6.180483 ],20.0000,6.0000,[78.909035  16.967724   6.1826735],20.0000,6.0000,[78.059975 -9.098203  6.272049],20.0000,6.0000,[7.8377907e+01 3.6213356e+01 2.0560017e-02],20.0000,0.0000,[ 76.9021    -24.178242    6.2706094],20.0000,6.0000,[200.37302  -64.56941    5.287119],20.0000,4.0000,[ 1.3877434e+02 -2.0438221e+01  7.0309690e-03],20.0000,4.0000,[138.10573      1.0175015    0.28000343],20.0000,4.0000
74,[79.32602     3.3687344   0.11610293],20.0000,0.0000,[79.995926   16.866598    0.11842203],20.0000,0.0000,[ 7.915184e+01 -9.076496e+00  7.588214e-02],20.0000,6.0000,[79.46979  36.208675  6.011127],20.0000,6.0000,[ 7.7993996e+01 -2.4157995e+01  7.4468799e-02],20.0000,6.0000,[200.68762  -65.055176   5.287119],20.0000,4.0000,[ 1.3935286e+02 -2.0404388e+01  8.9512421e-03],20.0000,4.0000,[138.66083      1.181345     0.28022003],20.0000,4.0000
75,[80.41343    3.4677503  6.1065817],20.0000,6.0000,[81.08305   16.968523   6.1089706],20.0000,6.0000,[80.239655   -8.985883    0.29465517],20.0000,0.0000,[80.53032   35.948086   6.0981717],20.0000,6.0000,[ 79.081924   -24.068825     0.29326886],20.0000,0.0000,[201.00224  -65.54095    5.287119],20.0000,4.0000,[ 1.3993134e+02 -2.0371637e+01  1.2029786e-02],20.0000,4.0000,[139.21593      1.3451447    0.28042495],20.0000,4.0000
76,[81.4939     3.309016   6.1935287],20.0000,6.0000,[82.163956 16.812698  6.195996],20.0000,6.0000,[ 8.1292213e+01 -8.6954069e+00  1.9310842e-03],20.0000,6.0000,[8.160471e+01 3.575513e+01 3.378644e-02],20.0000,0.0000,[ 8.0134865e+01 -2.3779730e+01  5.5944454e-04],20.0000,6.0000,[201.31685  -66.02671    5.287119],20.0000,4.0000,[ 1.4050974e+02 -2.0339323e+01  1.5274669e-02],20.0000,4.0000,[139.77103      1.5089023    0.28061903],20.0000,4.0000
77,[82.58175     3.218881    0.12904324],20.0000,0.0000,[83.25205    16.725525    0.13159011],20.0000,0.0000,[82.3837     -8.659824    0.08885833],20.0000,6.0000,[82.69658   35.764385   6.0242624],20.0000,6.0000,[ 81.226395   -23.745573     0.08750322],20.0000,6.0000,[201.63147  -66.51248    5.287119],20.0000,4.0000,[ 1.4108806e+02 -2.0307186e+01  1.8313564e-02],20.0000,4.0000,[140.32616      1.6726192    0.28080294],20.0000,4.0000
78,[83.66782    3.3316383  6.119465 ],20.0000,6.0000,[84.33781  16.841291  6.122055],20.0000,6.0000,[83.470276   -8.555429    0.30753806],20.0000,0.0000,[83.76033  35.51733   6.111206],20.0000,6.0000,[ 82.31311   -23.642593    0.3061998],20.0000,0.0000,[201.94608  -66.998245   5.287119],20.0000,4.0000,[ 1.4166632e+02 -2.0275137e+01  2.1037618e-02],20.0000,4.0000,[140.88129      1.8362969    0.28097737],20.0000,4.0000
79,[84.750206   3.1865652  6.206347 ],20.0000,6.0000,[85.42059   16.699228   6.2089863],20.0000,6.0000,[ 8.4519089e+01 -8.2516918e+00  1.4763498e-02],20.0000,6.0000,[8.4837090e+01 3.5338036e+01 4.6717402e-02],20.0000,0.0000,[ 8.3362312e+01 -2.3340210e+01  1.3434338e-02],20.0000,6.0000,[202.2607   -67.48401    5.287119],20.0000,4.0000,[ 1.4224452e+02 -2.0243151e+01  2.3442062e-02],20.0000,4.0000,[141.43643      1.999937     0.28114295],20.0000,4.0000
80,[85.8391     3.1101503  0.1417958],20.0000,0.0000,[86.509705   16.625862    0.14448476],20.0000,0.0000,[85.61003    -8.20235     0.10163329],20.0000,6.0000,[85.92876  35.36109   6.037137],20.0000,6.0000,[ 84.45332    -23.292273     0.10031454],20.0000,6.0000,[202.5753   -67.96978    5.287119],20.0000,4.0000,[ 1.4282268e+02 -2.0211229e+01  2.5557863e-02],20.0000,4.0000,[141.99158     2.163541    0.2813002],20.0000,4.0000
81,[86.923676   3.2365472  6.132182 ],20.0000,6.0000,[87.59391   16.755327   6.1348977],20.0000,6.0000,[86.695206  -8.084287   0.3202547],20.0000,0.0000,[86.99554   35.12749    6.1240172],20.0000,6.0000,[ 85.53864   -23.175604    0.3189465],20.0000,0.0000,[202.88992  -68.45554    5.287119],20.0000,4.0000,[ 1.4340080e+02 -2.0179379e+01  2.7424080e-02],20.0000,4.0000,[142.54674      2.32711      0.28144965],20.0000,4.0000
82,[88.00779    3.1050794  6.219023 ],20.0000,6.0000,[88.6784    16.626934   6.2217703],20.0000,6.0000,[ 8.7740135e+01 -7.7674084e+00  2.7448764e-02],20.0000,6.0000,[8.8074463e+01 3.4961781e+01 5.9464127e-02],20.0000,0.0000,[ 8.6583977e+01 -2.2860062e+01  2.6146231e-02],20.0000,6.0000,[203.20453  -68.94131    5.287119],20.0000,4.0000,[ 1.4397890e+02 -2.0147608e+01  2.9077711e-02],20.0000,4.0000,[143.10191      2.4906454    0.28159177],20.0000,4.0000
83,[89.097565    3.0423281   0.15443085],20.0000,0.0000,[89.76834    16.567287    0.15720877],20.0000,0.0000,[88.83037    -7.7043843   0.11428238],20.0000,0.0000,[89.165764 34.99855   6.049849],20.0000,6.0000,[ 87.67429    -22.798431     0.11298641],20.0000,6.0000,[203.51913  -69.42708    5.287119],20.0000,4.0000,[ 1.4455698e+02 -2.0115923e+01  3.0550707e-02],20.0000,4.0000,[143.65709      2.6541486    0.28172702],20.0000,4.0000
84,[90.18047   3.182292  6.144795],20.0000,6.0000,[90.850845  16.710354   6.1475897],20.0000,6.0000,[89.91194   -7.5550175  6.0655007],20.0000,6.0000,[90.23539  34.778362  6.136689],20.0000,0.0000,[ 88.758064  -22.668161    0.3315779],20.0000,0.0000,[203.83376  -69.91284    5.287119],20.0000,4.0000,[ 1.4513503e+02 -2.0084328e+01  3.1869706e-02],20.0000,4.0000,[144.21228     2.8176205   0.2818558],20.0000,4.0000
85,[91.26614    3.0644004  6.231611 ],20.0000,6.0000,[91.93685   16.59558    6.2344246],20.0000,0.0000,[90.99777  -7.700178  6.147642],20.0000,6.0000,[91.31891  34.643837  5.804729],20.0000,6.0000,[ 8.9799370e+01 -2.2339560e+01  3.8755886e-02],20.0000,6.0000,[204.14836  -70.398605   5.287119],20.0000,4.0000,[ 1.4571307e+02 -2.0052826e+01  3.3056673e-02],20.0000,4.0000,[144.76747      2.9810624    0.28197846],20.0000,4.0000
86,[92.35661    3.0152795  0.1669922],20.0000,0.0000,[93.02833  16.567408  5.902459],20.0000,6.0000,[92.08708    -7.790726    0.09734473],20.0000,0.0000,[92.33061   34.223648   5.8868747],20.0000,6.0000,[ 90.888824   -22.26429      0.12557086],20.0000,0.0000,[204.46298  -70.88438    5.287119],20.0000,4.0000,[ 1.4629109e+02 -2.0021416e+01  3.4129694e-02],20.0000,4.0000,[145.32268     3.1444757   0.2820954],20.0000,4.0000
87,[93.4377     3.1687555  6.1573424],20.0000,6.0000,[94.076195 16.247925  5.984602],20.0000,6.0000,[93.17221   -7.6718144  6.1001353],20.0000,6.0000,[93.35975  33.855328  6.119772],20.0000,0.0000,[ 91.96865   -22.10279     6.0767703],20.0000,6.0000,[204.77759  -71.37014    5.287119],20.0000,4.0000,[ 1.4686911e+02 -1.9990101e+01  3.5103742e-02],20.0000,4.0000,[145.87788     3.307861    0.2822069],20.0000,4.0000
88,[94.52475    3.0644274  6.244142 ],20.0000,6.0000,[95.13636  15.981766  6.217492],20.0000,0.0000,[94.25798   -7.803227   6.1937075],20.0000,6.0000,[94.43886  33.690464  5.839383],20.0000,6.0000,[ 93.05603   -22.23576     6.1588993],20.0000,6.0000,[205.09221  -71.85591    5.287119],20.0000,4.0000,[ 1.4744711e+02 -1.9958878e+01  3.5991285e-02],20.0000,4.0000,[146.4331       3.4712195    0.28231326],20.0000,4.0000
89,[95.615746    3.0289176   0.17950726],20.0000,0.0000,[96.22641   15.922967   5.9370985],20.0000,6.0000,[95.34838    -7.8649955   0.13932927],20.0000,0.0000,[95.454056  33.28358    5.9329576],20.0000,6.0000,[ 94.146286   -22.31408      0.10857611],20.0000,0.0000,[205.40681  -72.341675   5.287119],20.0000,4.0000,[ 1.4802512e+02 -1.9927746e+01  3.6802787e-02],20.0000,4.0000,[146.98834     3.6345525   0.2824148],20.0000,4.0000
90,[96.69483    3.1958609  6.1698484],20.0000,6.0000,[97.27645   15.617062   6.0306716],20.0000,6.0000,[96.429985 -7.717919  6.136201],20.0000,6.0000,[96.49167  32.9428    6.161768],20.0000,0.0000,[ 95.23002   -22.183014    6.1113486],20.0000,6.0000,[205.72142  -72.82744    5.287119],20.0000,4.0000,[ 1.4860312e+02 -1.9896704e+01  3.7547085e-02],20.0000,4.0000,[147.54356      3.7978604    0.28251174],20.0000,4.0000
91,[97.783104  3.105093  6.256638],20.0000,6.0000,[98.34236   15.379127   6.2594795],20.0000,0.0000,[97.51756   -7.8251557  6.2273297],20.0000,6.0000,[97.57463   32.806065   5.8754563],20.0000,6.0000,[ 96.31719   -22.302263    6.2049146],20.0000,6.0000,[206.03604  -73.31321    5.287119],20.0000,4.0000,[ 1.4918111e+02 -1.9865747e+01  3.8231716e-02],20.0000,4.0000,[148.09882      3.9611444    0.28260437],20.0000,4.0000
92,[98.87446     3.0831826   0.19199318],20.0000,0.0000,[99.4335    15.348694   5.9731665],20.0000,6.0000,[98.60874    -7.862319    0.16812919],20.0000,0.0000,[98.5978    32.42208    5.9665856],20.0000,6.0000,[ 97.40821    -22.351824     0.15052795],20.0000,0.0000,[206.35065  -73.79897    5.287119],20.0000,4.0000,[ 1.4975911e+02 -1.9834877e+01  3.8863115e-02],20.0000,4.0000,[148.65405      4.1244054    0.28269288],20.0000,4.0000
93,[99.951385   3.2635548  6.182329 ],20.0000,6.0000,[100.48924    15.066352    6.0642953],20.0000,6.0000,[99.68729   -7.693677   6.1617284],20.0000,6.0000,[99.64252   32.10487    6.1905713],20.0000,0.0000,[ 98.488106  -22.192656    6.1473947],20.0000,6.0000,[206.66527  -74.28474    5.287119],20.0000,4.0000,[ 1.5033710e+02 -1.9804089e+01  3.9446842e-02],20.0000,4.0000,[149.2093       4.2876444    0.28277752],20.0000,4.0000
94,[101.040695    3.1863487   6.269112 ],20.0000,6.0000,[1.0155992e+02 1.4852569e+01 5.0948788e-03],20.0000,0.0000,[100.776245   -7.7812862   6.2511997],20.0000,6.0000,[100.72808   31.989767   5.900986],20.0000,6.0000,[ 99.57681  -22.287722   6.238521],20.0000,6.0000,[206.97987  -74.77051    5.287119],20.0000,4.0000,[ 1.5091508e+02 -1.9773378e+01  3.9987717e-02],20.0000,4.0000,[149.76457      4.450862     0.28285843],20.0000,4.0000
95,[102.13224      3.1780303    0.20446077],20.0000,0.0000,[102.651535   14.843914    5.9986944],20.0000,6.0000,[101.86778     -7.799082     0.18964012],20.0000,0.0000,[101.757645   31.624388    5.9904575],20.0000,6.0000,[100.66834    -22.31268      0.17931762],20.0000,0.0000,[207.2945   -75.25627    5.287119],20.0000,4.0000,[ 1.5149307e+02 -1.9742746e+01  4.0489923e-02],20.0000,4.0000,[150.31984     4.6140585   0.2829359],20.0000,4.0000
96,[103.20683     3.3717952   6.194793 ],20.0000,6.0000,[103.71184    14.580714    6.0881653],20.0000,6.0000,[102.9435     -7.612739    6.1817555],20.0000,6.0000,[102.80771   31.3258     6.212084],20.0000,0.0000,[101.74493  -22.131987   6.172915],20.0000,6.0000,[207.6091   -75.742035   5.287119],20.0000,4.0000,[ 1.5207104e+02 -1.9712189e+01  4.0957138e-02],20.0000,4.0000,[150.8751      4.7772355   0.28301  ],20.0000,4.0000
97,[104.29703     3.308155    6.2815723],20.0000,0.0000,[1.0478602e+02 1.4385984e+01 2.6606187e-02],20.0000,0.0000,[104.033516  -7.683236   6.270214],20.0000,6.0000,[103.895096   31.228529    5.9210143],20.0000,6.0000,[102.8348   -22.207415   6.262385],20.0000,6.0000,[207.92372  -76.227806   5.287119],20.0000,4.0000,[ 1.5264903e+02 -1.9681702e+01  4.1392583e-02],20.0000,4.0000,[151.43039      4.9403934    0.28308094],20.0000,4.0000
98,[105.38862     3.3312562   5.94955  ],20.0000,6.0000,[105.87771   14.395254   6.018722],20.0000,6.0000,[105.125145    -7.6841846    0.20739272],20.0000,0.0000,[104.9301     30.879414    6.0094733],20.0000,6.0000,[103.926476 -22.213005   0.200824],20.0000,0.0000,[208.23833  -76.71357    5.287119],20.0000,4.0000,[ 1.5322702e+02 -1.9651285e+01  4.1799109e-02],20.0000,4.0000,[151.98567      5.103533     0.28314888],20.0000,4.0000
99,[106.45031     3.0612943   6.0316553],20.0000,6.0000,[106.941826   14.148769    6.1071806],20.0000,6.0000,[106.19807    -7.4820304   6.198753 ],20.0000,6.0000,[105.98459    30.597078    6.2298374],20.0000,0.0000,[105.00003  -22.014647   6.192939],20.0000,6.0000,[208.55293  -77.19934    5.287119],20.0000,4.0000,[ 1.5380501e+02 -1.9620935e+01  4.2179238e-02],20.0000,4.0000,[152.54095     5.2666545   0.283214 ],20.0000,4.0000
100,[107.52179     2.8451796   6.2644677],20.0000,0.0000,[1.0801883e+02 1.3970648e+01 4.4358995e-02],20.0000,0.0000,[ 1.0728889e+02 -7.5368137e+00  3.3979442e-03],20.0000,6.0000,[107.07336   30.515806   5.938012],20.0000,6.0000,[106.09077   -22.072954    6.2813964],20.0000,6.0000,[208.86755  -77.685104   5.287119],20.0000,4.0000,[ 1.5438300e+02 -1.9590651e+01  4.2535212e-02],20.0000,4.0000,[153.09624      5.429759     0.28327638],20.0000,4.0000
101,[108.61339     2.837552    5.9840207],20.0000,6.0000,[109.11034   13.995974   6.035719],20.0000,6.0000,[108.380394   -7.522253    0.2230397],20.0000,0.0000,[108.11318    30.181665    6.0258427],20.0000,6.0000,[107.18234    -22.061699     0.21857418],20.0000,0.0000,[209.18216  -78.17087    5.287119],20.0000,4.0000,[ 1.5496098e+02 -1.9560427e+01  4.2869028e-02],20.0000,4.0000,[153.65154      5.592847     0.28333616],20.0000,4.0000
102,[109.676605   2.581175   6.077574],20.0000,6.0000,[110.177795   13.764863    6.1235495],20.0000,6.0000,[109.45047    -7.3053174   6.2139835],20.0000,6.0000,[109.17155   29.914349   6.245485],20.0000,0.0000,[108.25294   -21.847563    6.2099338],20.0000,6.0000,[209.49678  -78.65664    5.287119],20.0000,4.0000,[ 1.5553897e+02 -1.9530264e+01  4.3182485e-02],20.0000,4.0000,[154.20685     5.755919    0.2833935],20.0000,4.0000
103,[1.10752495e+02 2.39343071e+00 2.31710188e-02],20.0000,0.0000,[1.11257195e+02 1.36020660e+01 6.00061007e-02],20.0000,0.0000,[ 1.1054188e+02 -7.3452077e+00  1.8235540e-02],20.0000,6.0000,[110.26138    29.848091    5.9532433],20.0000,6.0000,[ 1.0934430e+02 -2.1890148e+01  1.4578485e-02],20.0000,6.0000,[209.81139  -79.1424     5.287119],20.0000,4.0000,[ 1.5611696e+02 -1.9500158e+01  4.3477181e-02],20.0000,4.0000,[154.76215      5.918976     0.28344846],20.0000,4.0000
104,[111.84386     2.4141269   6.0200276],20.0000,6.0000,[112.34829   13.642438   6.05095 ],20.0000,6.0000,[111.63307   -7.315901   0.237448],20.0000,0.0000,[111.30561   29.52819    6.040681],20.0000,6.0000,[110.43558    -21.863386     0.23421976],20.0000,0.0000,[210.126    -79.62817    5.287119],20.0000,4.0000,[ 1.5669495e+02 -1.9470108e+01  4.3754574e-02],20.0000,4.0000,[155.31746     6.0820174   0.2835012],20.0000,4.0000
