step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5,pos_blue6,health_blue6,action_blue6,pos_blue7,health_blue7,action_blue7,pos_blue8,health_blue8,action_blue8,pos_blue9,health_blue9,action_blue9,pos_blue10,health_blue10,action_blue10
394,[227.98592    10.130559    4.0780983],20.0000,6.0000,[181.30972    36.972965    4.7080736],20.0000,6.0000,[269.32727    -4.927143    4.3377104],20.0000,6.0000,[ 73.52046  123.28516    1.308587],20.0000,6.0000,[161.10571  -65.1478     5.809752],20.0000,0.0000,[247.92696    35.86588     4.5398445],20.0000,6.0000,[213.0745    50.275043   4.311328],20.0000,6.0000,[ 169.96614   -105.73668      3.7427883],20.0000,0.0000,[108.90731  112.115425   4.068578],20.0000,0.0000,[191.1879    -78.097404    5.2736487],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[198.50912   -85.49481     5.1433344],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[206.72781  -90.42829    5.374453],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[156.82518   -90.18391     3.4599092],20.0000,3.0000,[ 86.08185   124.10897     1.2661448],20.0000,3.0000
395,[227.36963    9.228826   4.166054],20.0000,6.0000,[181.26184   35.88161    4.966344],20.0000,0.0000,[268.93832    -5.947112    4.5574923],20.0000,6.0000,[ 73.72949   124.35924     1.4087012],20.0000,6.0000,[162.09364   -65.61341     5.4811974],20.0000,6.0000,[247.641      34.80771     4.8041835],20.0000,0.0000,[212.61133   49.28581    4.570209],20.0000,6.0000,[ 169.04546   -106.324165     3.4488254],20.0000,6.0000,[108.38246   111.14456     3.6343143],20.0000,6.0000,[191.60638   -79.12365     5.4557705],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[198.6806    -86.05296     5.2139416],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[207.04413   -90.91553     5.3632445],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[156.3152    -90.48547     3.3675754],20.0000,4.0000,[ 86.083405  124.715164    1.1807561],20.0000,3.0000
396,[226.81216    8.290285   4.385836],20.0000,6.0000,[181.45421   34.803818   4.679439],20.0000,6.0000,[268.72787    -7.0190296   4.815882 ],20.0000,0.0000,[ 73.86518  125.4431     1.642273],20.0000,0.0000,[162.92575   -66.32716     5.5657086],20.0000,6.0000,[247.60951   33.70864    4.502016],20.0000,6.0000,[212.35768    48.219437    4.8345623],20.0000,0.0000,[ 168.01294   -106.67925      3.5339708],20.0000,6.0000,[107.52706   110.430214    3.7481012],20.0000,0.0000,[192.20578   -80.05534     5.6280117],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[198.88637   -86.600174    5.2271385],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[207.35771   -91.40418     5.4447937],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[155.77892   -90.73584     3.3669999],20.0000,3.0000,[ 86.15669  125.31078    1.123093],20.0000,3.0000
397,[226.4217      7.2700696   4.644226 ],20.0000,0.0000,[181.40308   33.713356   4.75298 ],20.0000,0.0000,[268.75702    -8.113428    4.5291243],20.0000,6.0000,[ 73.78848   126.53196     1.3582785],20.0000,6.0000,[163.7901    -66.996826    5.8030396],20.0000,0.0000,[247.33751    32.65056     4.5497475],20.0000,6.0000,[212.35962   47.119926   4.532419],20.0000,6.0000,[ 167.00487  -107.09793     3.750985],20.0000,0.0000,[106.71471   109.6862      3.5249598],20.0000,0.0000,[192.9582    -80.867615    5.7992215],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[199.10582   -87.14096     5.2174993],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[207.70056   -91.874214    5.4697566],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[155.23851   -90.9686      3.3066683],20.0000,4.0000,[ 86.28084   125.89319     1.0608402],20.0000,3.0000
398,[226.26347     6.1867785   4.3574677],20.0000,6.0000,[181.42993   32.621994   4.412483],20.0000,6.0000,[268.5435    -9.183998   4.602888],20.0000,0.0000,[ 73.9642  127.61072   1.4502 ],20.0000,6.0000,[164.76605   -67.486       5.5256157],20.0000,6.0000,[247.10454   31.582638   4.746431],20.0000,0.0000,[212.11992    46.05406     4.5801754],20.0000,0.0000,[ 166.09064  -107.69525     3.457362],20.0000,6.0000,[105.76944   109.11167     3.1281404],20.0000,6.0000,[193.83908   -81.537834    5.9728045],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[199.32916   -87.6788      5.2013726],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[208.05556  -92.33505    5.471337],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[154.68448   -91.16479     3.3077397],20.0000,3.0000,[ 86.450356  126.461494    0.9861001],20.0000,3.0000
399,[225.87022     5.168414    4.4312315],20.0000,6.0000,[181.15997   31.562922   4.489232],20.0000,6.0000,[268.40714  -10.267137   4.262498],20.0000,6.0000,[ 74.06991   128.69745     1.6750692],20.0000,0.0000,[165.60822  -68.18412    5.620292],20.0000,6.0000,[247.05994    30.488934    4.4392314],20.0000,6.0000,[211.93724   44.977196   4.226319],20.0000,6.0000,[ 165.06194  -108.0614      3.543105],20.0000,0.0000,[104.67497   108.90237     3.2600672],20.0000,0.0000,[194.82268  -82.04518    6.148724],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[199.55241   -88.21559     5.1857095],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[208.41504  -92.791756   5.464167],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[154.12866   -91.349754    3.2384734],20.0000,3.0000,[ 86.665634  127.01305     0.9012247],20.0000,3.0000
400,[225.53372     4.1294346   4.641393 ],20.0000,6.0000,[180.94608    30.492153    4.7085323],20.0000,6.0000,[267.98218  -11.274082   4.339305],20.0000,6.0000,[ 73.96885   129.78438     1.3860102],20.0000,6.0000,[166.49208   -68.825775    5.8503957],20.0000,0.0000,[246.75789   29.439974   4.508558],20.0000,6.0000,[211.46196   43.99377    4.296491],20.0000,6.0000,[ 164.06549   -108.50755      3.2100954],20.0000,6.0000,[103.60806   108.6306      3.0426736],20.0000,0.0000,[ 1.9587987e+02 -8.2372696e+01  4.2665996e-02],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[199.7744    -88.75213     5.1726627],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[208.77571   -93.24685     5.4547863],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[153.56187   -91.500916    3.1384568],20.0000,4.0000,[ 86.927666  127.543755    0.8105196],20.0000,3.0000
401,[225.3728      3.046569    4.8930655],20.0000,0.0000,[180.91505   29.400713   4.9688  ],20.0000,0.0000,[267.6109   -12.300955   4.55868 ],20.0000,6.0000,[ 74.12388   130.86586     1.4757757],20.0000,0.0000,[167.48178  -69.28622    5.564865],20.0000,6.0000,[246.51003    28.376581    4.7176046],20.0000,6.0000,[211.03572    42.988743    4.5101633],20.0000,6.0000,[ 162.98264   -108.67159      3.2915556],20.0000,6.0000,[102.50456   108.56424     2.6448846],20.0000,6.0000,[196.97824   -82.50917     0.2200549],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[199.99509   -89.28869     5.1623693],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[209.13629  -93.70145    5.445848],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[152.9828    -91.602135    3.1214354],20.0000,3.0000,[ 87.23628   128.04893     0.7173162],20.0000,3.0000
402,[225.45428     1.9518384   4.593614 ],20.0000,6.0000,[181.12373   28.326977   4.685024],20.0000,6.0000,[267.41745  -13.375556   4.818997],20.0000,0.0000,[ 74.19155   131.95592     1.1472262],20.0000,6.0000,[168.33954 -69.96349   5.6563 ],20.0000,6.0000,[246.43906    27.284643    4.9700346],20.0000,0.0000,[210.78061    41.92679     4.7672486],20.0000,0.0000,[ 161.91158   -108.88922      3.5229902],20.0000,0.0000,[101.43919  108.88936    2.773661],20.0000,0.0000,[198.08351    -82.44993      0.39726797],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[200.21475   -89.82532     5.1543446],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[209.49641   -94.15599     5.4381666],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[152.40227  -91.68491    3.045451],20.0000,4.0000,[ 87.58998   128.52388     0.6235277],20.0000,3.0000
403,[225.28992     0.8721557   4.650137 ],20.0000,0.0000,[181.08893    27.235968    4.7642174],20.0000,0.0000,[267.46365   -14.468396    4.5352516],20.0000,6.0000,[ 74.54736   132.99286     1.2317407],20.0000,0.0000,[169.23816  -70.58365    5.880716],20.0000,0.0000,[246.60968    26.20079     4.6731057],20.0000,6.0000,[210.76207   40.832573   4.481187],20.0000,6.0000,[ 160.90266   -109.306015     3.2415862],20.0000,6.0000,[100.36908   109.14807     2.5532823],20.0000,6.0000,[199.16107    -82.19687      0.57424307],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[200.43372  -90.36198    5.148036],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[209.85608  -94.6106     5.431806],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[151.81688   -91.72599     3.0362976],20.0000,3.0000,[ 87.98616   128.96422     0.5299904],20.0000,3.0000
404,[ 2.2518974e+02 -2.1527202e-01  4.3011713e+00],20.0000,6.0000,[181.1366    26.14542    4.426344],20.0000,6.0000,[267.26654  -15.542014   4.614491],20.0000,0.0000,[ 74.83349    134.0494       0.91852546],20.0000,6.0000,[170.23727   -71.02345     5.5914025],20.0000,6.0000,[246.53468    25.111343    4.7328715],20.0000,0.0000,[210.50151   39.77252    4.557116],20.0000,0.0000,[ 159.82327   -109.48183      3.3347845],20.0000,6.0000,[ 99.37351   109.622635    2.7050517],20.0000,0.0000,[200.17726   -81.75806     0.7510723],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[200.65222  -90.89864    5.142991],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[210.21535   -95.06528     5.4265814],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[151.23204   -91.75314     2.9609284],20.0000,3.0000,[ 88.42151    129.36603      0.43691388],20.0000,3.0000
405,[224.79361    -1.2333491   4.3737555],20.0000,6.0000,[180.88829   25.080666   4.504594],20.0000,6.0000,[267.15106   -16.627478    4.2766376],20.0000,6.0000,[ 75.3879    134.99947     1.0180397],20.0000,0.0000,[171.10707   -71.68455     5.6810346],20.0000,6.0000,[246.52684   24.0194     4.385544],20.0000,6.0000,[210.31912    38.696224    4.2177863],20.0000,6.0000,[ 158.75874   -109.72574      3.5631046],20.0000,0.0000,[ 98.34035   109.9899      2.4443316],20.0000,6.0000,[201.08821    -81.13427      0.37730345],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[200.87045   -91.43529     5.1388774],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[210.57437   -95.51999     5.4222684],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[150.64557  -91.74294    2.858026],20.0000,4.0000,[ 88.89222    129.72585      0.34422696],20.0000,4.0000
406,[224.44958    -2.2694628   4.589159 ],20.0000,6.0000,[180.69647   24.005558   4.726244],20.0000,6.0000,[266.74677   -17.643314    4.3548985],20.0000,6.0000,[ 75.87405    135.98212      0.72661847],20.0000,6.0000,[172.0167    -72.28819     5.9028707],20.0000,0.0000,[246.21927   22.971098   4.458871],20.0000,6.0000,[209.85211   37.70791    4.295228],20.0000,6.0000,[ 157.76057   -110.167534     3.2764874],20.0000,6.0000,[ 97.41358   110.58339     2.5655773],20.0000,0.0000,[202.12018   -80.775505    0.3868029],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[201.08852   -91.971886    5.1354594],20.0000,3.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[210.93323   -95.9747      5.4186687],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[150.06099   -91.68033     2.8399155],20.0000,4.0000,[ 89.395195  130.03781     0.3435423],20.0000,4.0000
407,[224.28194    -3.3485904   4.847141 ],20.0000,0.0000,[180.68932   22.913801   4.988113],20.0000,0.0000,[266.39682   -18.67781     4.5765696],20.0000,6.0000,[ 76.592674   136.81667      0.83919036],20.0000,6.0000,[173.0231    -72.711266    5.6119294],20.0000,6.0000,[245.96564   21.909214   4.674826],20.0000,6.0000,[209.43806    36.69746     4.5155325],20.0000,6.0000,[ 156.68602  -110.36647     3.367491],20.0000,6.0000,[ 96.44372   111.09412     2.2839994],20.0000,6.0000,[203.15022    -80.41072      0.56884867],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[201.30923   -92.507225    5.0408134],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[211.29198  -96.42938    5.415627],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[149.48105   -91.59622     2.8554437],20.0000,3.0000,[ 89.905365   130.32991      0.37497178],20.0000,4.0000
408,[224.35309   -4.440481   4.561777],20.0000,6.0000,[180.92232   21.845322   4.705303],20.0000,6.0000,[266.227     -19.7563      4.8384533],20.0000,0.0000,[ 77.25638   137.68771     1.1087172],20.0000,0.0000,[173.90314   -73.35832     5.7004857],20.0000,0.0000,[245.8918    20.819666   4.933098],20.0000,0.0000,[209.20021    35.63185     4.7764735],20.0000,0.0000,[ 155.62743   -110.633705     3.5912964],20.0000,0.0000,[ 95.62198   111.82655     2.3981547],20.0000,0.0000,[204.10925    -79.88434      0.25869855],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[201.49753   -93.05448     5.0048842],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[211.65068  -96.88402    5.413025],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[148.90334   -91.50934     2.7877963],20.0000,3.0000,[ 90.41392    130.61807      0.40963408],20.0000,4.0000
409,[224.18036   -5.518318   4.638692],20.0000,0.0000,[180.91241    20.75381     4.7859125],20.0000,0.0000,[266.2981   -20.847572   4.555652],20.0000,6.0000,[ 77.71781    138.67735      0.84832245],20.0000,6.0000,[174.83185   -73.932755    5.3704143],20.0000,6.0000,[246.05714   19.738071   4.647945],20.0000,6.0000,[209.20143    34.53813     4.4931207],20.0000,6.0000,[ 154.63805   -111.095055     3.3015966],20.0000,6.0000,[ 94.74878   112.48958     2.1153195],20.0000,6.0000,[205.16458    -79.605415     0.33027056],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[201.67282  -93.60612    4.991261],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[212.00938   -97.3386      5.4107747],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[148.33032   -91.39034     2.6846447],20.0000,4.0000,[ 90.918884   130.90822      0.43755516],20.0000,4.0000
410,[224.08766   -6.605998   4.299811],20.0000,6.0000,[180.9861    19.664728   4.448639],20.0000,6.0000,[266.1256    -21.925411    4.6362734],20.0000,0.0000,[ 78.38134  139.54755    0.948722],20.0000,6.0000,[175.57698  -74.73642    5.453853],20.0000,6.0000,[245.97832   18.649336   4.725154],20.0000,0.0000,[208.96036    33.473526    4.5729365],20.0000,0.0000,[ 153.56755   -111.313034     3.3909986],20.0000,0.0000,[ 94.05952   113.348274    2.2303684],20.0000,6.0000,[206.19806  -79.25413    6.273042],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[201.84283  -94.15944    4.986349],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[212.36809  -97.793106   5.408809],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[147.76814   -91.22207     2.6633453],20.0000,4.0000,[ 91.42072   131.20131     0.4578101],20.0000,4.0000
411,[223.70425    -7.6297164   4.377499 ],20.0000,6.0000,[180.76361    18.594162    4.5272274],20.0000,6.0000,[266.03613  -23.01331    4.299005],20.0000,6.0000,[ 78.98342   140.459       1.1827527],20.0000,0.0000,[176.3593    -75.50011     5.6892695],20.0000,0.0000,[245.9803     17.557718    4.3864055],20.0000,6.0000,[208.80083  32.39366   4.23533],20.0000,6.0000,[ 152.51834  -111.61607     3.061983],20.0000,6.0000,[ 93.32229   114.15788     2.4998386],20.0000,0.0000,[ 2.0729025e+02 -7.9196632e+01  6.7987055e-02],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[202.01064   -94.713455    4.9849253],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[212.72684  -98.24755    5.407078],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[147.21388   -91.03372     2.6751013],20.0000,3.0000,[ 91.92034    131.49673      0.47212282],20.0000,4.0000
412,[223.3755     -8.67107     4.5981817],20.0000,0.0000,[180.5978    17.514685   4.749557],20.0000,0.0000,[265.65652   -24.038754    4.3775964],20.0000,6.0000,[ 79.39705  141.46915    0.899053],20.0000,6.0000,[177.2725    -76.09825     5.4105873],20.0000,6.0000,[245.68721    16.504562    4.4641666],20.0000,6.0000,[208.35568    31.395006    4.3137302],20.0000,6.0000,[ 151.42223   -111.62968      3.1461678],20.0000,0.0000,[ 92.431755  114.78967     2.2388394],20.0000,6.0000,[208.3754   -79.06544    6.023983],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[202.17744  -95.26776    4.984885],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[213.08563  -98.70192    5.405542],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[146.66222   -90.84247     2.6044774],20.0000,3.0000,[ 92.41853    131.79372      0.48235762],20.0000,4.0000
413,[223.24486   -9.754795   4.308827],20.0000,6.0000,[180.6352    16.423769   4.461358],20.0000,6.0000,[265.33167  -25.081453   4.599932],20.0000,0.0000,[ 80.03234   142.35857     0.9910817],20.0000,0.0000,[178.02805  -76.88919    5.504796],20.0000,6.0000,[245.4501    15.438592   4.684966],20.0000,0.0000,[207.96405    30.375538    4.5356717],20.0000,0.0000,[ 150.33105   -111.71549      2.8323798],20.0000,6.0000,[ 91.69535  115.59905    2.338925],20.0000,6.0000,[209.4612    -79.22943     6.1131186],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[202.34381   -95.82219     4.9853697],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[213.44447   -99.15621     5.4041705],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[146.12115   -90.61989     2.4994984],20.0000,4.0000,[ 92.91583    132.09163      0.48989934],20.0000,4.0000
